District,count
ADILABAD,0
AGAR,1
AGRA,0
AHMADABAD,0
AHMEDNAGAR,0
AIZAWL,0
AJMER,1
AKOLA,0
ALAPPUZHA,0
ALIGARH,0
ALIPURDUAR,0
ALIRAJPUR,0
ALLAHABAD,0
ALMORA,0
ALWAR,0
AMBALA,0
AMBEDKAR,0
AMETHI,0
AMRAVATI,0
AMRELI,0
AMRITSAR,0
AMROHA,0
ANAND,1
ANANTAPUR,0
ANANTNAG,0
ANDAMAN,0
ANJAW,0
ANUGUL,0
ANUPPUR,0
ARARIA,0
ARIYALUR,0
ARVALLI,0
ARWAL,0
ASHOKNAGAR,0
ASIFABAD,0
AURAIYA,0
AURANGABAD,0
AZAMGARH,0
BADGAM,0
BAGALKOT,0
BAGESHWAR,0
BAGHPAT,0
BAHRAICH,0
BAKSA,0
BALAGHAT,0
BALANGIR,0
BALESHWAR,0
BALLARI,0
BALLIA,2
BALOD,0
BALODA,0
BALRAMPUR,0
BANDA,0
BANDIPORA,0
BANKA,0
BANKURA,0
BANSWARA,0
BARABANKI,0
BARAMULLA,0
BARAN,0
BARDHAMAN,0
BAREILLY,0
BARGARH,0
BARMER,0
BARNALA,0
BARPETA,0
BARWANI,0
BASTAR,0
BASTI,0
BATHINDA,0
BEED,0
BEGUSARAI,0
BELAGAVI,0
BEMETARA,0
BENGALURU,0
BETUL,0
BHABUA,0
BHADOHI,4
BHADRADRI,0
BHADRAK,0
BHAGALPUR,0
BHANDARA,0
BHARATPUR,3
BHARUCH,0
BHAVNAGAR,0
BHILWARA,0
BHIND,0
BHIWANI,0
BHOI,0
BHOJPUR,0
BHOPAL,0
BIDAR,0
BIJAPUR,0
BIJNOR,0
BIKANER,0
BILASPUR,10
BIRBHUM,2
BISHNUPUR,0
BOKARO,6
BONGAIGAON,2
BOTAD,0
BOUDH,0
BUDAUN,0
BUDDHA,0
BULANDSHAHR,0
BULDHANA,0
BUNDI,0
BURHANPUR,0
BUXAR,0
CACHAR,0
CHAMARAJANAGAR,0
CHAMBA,0
CHAMOLI,0
CHAMPA,0
CHAMPARAN,0
CHAMPAWAT,0
CHAMPHAI,0
CHANDAULI,0
CHANDEL,0
CHANDIGARH,2
CHANDRAPUR,0
CHANGLANG,0
CHATRA,0
CHENNAI,3
CHHATARPUR,0
CHHINDWARA,0
CHHOTAUDEPUR,0
CHIKBALLAPUR,0
CHIKKAMAGALURU,0
CHIRANG,0
CHITRADURGA,0
CHITRAKOOT,0
CHITTOOR,0
CHITTORGARH,0
CHURACHANDPUR,0
CHURU,0
COIMBATORE,0
COOCHBEHAR,0
CUDDALORE,0
CUTTACK,4
DAADI,0
DADRA,0
DADRI,4
DAMAN,0
DAMOH,0
DANG,0
DANTEWADA,0
DARBHANGA,2
DARJEELING,1
DARRANG,0
DATIA,0
DAUSA,0
DAVANGERE,0
DEHRADUN,3
DELHI,37
DEOGARH,0
DEOGHAR,0
DEORIA,0
DEVBHUMI,0
DEWAS,0
DHALAI,0
DHAMTARI,0
DHANBAD,100
DHAR,0
DHARMAPURI,0
DHARWAD,0
DHEMAJI,0
DHENKANAL,1
DHOLPUR,0
DHUBRI,0
DHULE,0
DIBANG,0
DIBRUGARH,1
DIMAPUR,0
DINAJPUR,0
DINDIGUL,0
DINDORI,0
DIU,0
DODA,0
DOHAD,0
DUMKA,0
DUNGARPUR,0
DURG,0
ERNAKULAM,0
ERODE,0
ETAH,0
ETAWAH,0
FAIZABAD,0
FARIDABAD,0
FARIDKOT,0
FARRUKHABAD,0
FATEHABAD,0
FATEHGARH SAHIB,0
FATEHPUR,0
FAZILKA,0
FIROZABAD,0
FIROZEPUR,0
GADAG,0
GADCHIROLI,0
GAJAPATI,0
GANDERBAL,0
GANDHINAGAR,4
GANGANAGAR,0
GANJAM,0
GARHWA,0
GARHWAL,0
GARIYABAND,0
GARO,0
GAYA,0
GHAZIABAD,1
GHAZIPUR,4
GIRIDIH,0
GOA,2
GOALPARA,0
GODAVARI,1
GODDA,0
GOLAGHAT,0
GOMATI,0
GONDA,1
GONDIA,0
GOPALGANJ,0
GORAKHPUR,5
GUMLA,0
GUNA,0
GUNTUR,0
GURDASPUR,0
GURUGRAM,0
GWALIOR,0
HAILAKANDI,0
HAMIRPUR,0
HANUMANGARH,0
HAPUR,0
HARDA,0
HARDOI,1
HARIDWAR,1
HASAO,0
HASSAN,0
HATHRAS,0
HAVERI,0
HAZARIBAGH,1
HINGOLI,0
HISAR,0
HOOGHLY,2
HOSHANGABAD,0
HOSHIARPUR,0
HOWRAH,3
HYDERABAD,12
IDUKKI,1
IMPHAL,0
INDORE,0
JABALPUR,0
JAGATSINGHAPUR,0
JAGITIAL,0
JAINTIA,0
JAIPUR,0
JAISALMER,0
JAJAPUR,0
JALANDHAR,0
JALAUN,0
JALGAON,0
JALNA,0
JALORE,0
JALPAIGURI,0
JAMMU,2
JAMNAGAR,0
JAMTARA,0
JAMUI,0
JANGOAN,0
JASHPUR,0
JAUNPUR,0
JAYASHANKAR,0
JEHANABAD,0
JHABUA,0
JHAJJAR,0
JHALAWAR,0
JHANSI,0
JHARSUGUDA,4
JHUNJHUNU,0
JIND,0
JODHPUR,0
JOGULAMBA,0
JORHAT,3
JUNAGADH,4
KABEER,0
KABIRDHAM,0
KACHCHH,0
KADAPA,0
KAITHAL,0
KALABURAGI,0
KALAHANDI,0
KAMAREDDY,0
KAMENG,0
KAMRUP,0
KANCHIPURAM,0
KANDHAMAL,0
KANGRA,0
KANKER,0
KANNAD,0
KANNAUJ,0
KANNIYAKUMARI,0
KANNUR,0
KANPUR,0
KANTHA,0
KAPURTHALA,0
KARAIKAL,0
KARAULI,0
KARBI,0
KARGIL,0
KARIMGANJ,0
KARIMNAGAR,0
KARNAL,0
KARUR,0
KASARAGOD,0
KASGANJ,0
KATHUA,3
KATIHAR,0
KATNI,0
KAUSHAMBI,0
KENDRAPARA,0
KENDUJHAR,0
KHAGARIA,0
KHALILABAD,0
KHAMMAM,0
KHARGONE,0
KHASI,0
KHEDA,0
KHERI,1
KHORDHA,1
KHOWAI,0
KHUNTI,0
KINNAUR,0
KIPHIRE,0
KISHANGANJ,0
KISHTWAR,0
KODAGU,0
KODERMA,2
KOHIMA,0
KOKRAJHAR,0
KOLAR,1
KOLASIB,0
KOLHAPUR,0
KOLKATA,78
KOLLAM,0
KONDAGAON,0
KOPPAL,0
KORAPUT,0
KORBA,6
KORIYA,0
KOTA,0
KOTTAYAM,0
KOZHIKODE,0
KRISHNA,0
KRISHNAGIRI,0
KULGAM,0
KULLU,0
KUPWARA,0
KURNOOL,0
KURUKSHETRA,0
KURUNG,0
KUSHI,0
LADAKH,0
LAHUL,0
LAKHIMPUR,1
LAKHISARAI,0
LAKSHADWEEP,0
LALITPUR,0
LATEHAR,0
LATUR,0
LAWNGTLAI,0
LOHARDAGA,0
LOHIT,0
LONGDING,0
LONGLENG,0
LUCKNOW,2
LUDHIANA,0
LUNGLEI,0
MADHEPURA,0
MADHOPUR,0
MADHUBANI,0
MADURAI,0
MAHABUBABAD,0
MAHALS,0
MAHARAJGANJ,0
MAHASAMUND,0
MAHBUBNAGAR,0
MAHE,0
MAHENDRAGARH,0
MAHESANA,0
MAHISAGAR,0
MAHOBA,0
MAINPURI,0
MALAPPURAM,0
MALDAH,0
MALKANGIRI,0
MAMIT,0
MANCHERIAL,0
MANDI,0
MANDLA,0
MANDSAUR,0
MANDYA,0
MANSA,0
MARIGAON,0
MATHURA,0
MAU,0
MAYURBHANJ,0
MEDAK,0
MEDCHAL,0
MEDINIPUR,0
MEERUT,0
MEWAT,0
MIRZAPUR,0
MOGA,0
MOKOKCHUNG,0
MON,2
MORADABAD,0
MORBI,0
MORENA,0
MUKTSAR,0
MUMBAI,15
MUNGELI,0
MUNGER,0
MURSHIDABAD,0
MUZAFFARNAGAR,1
MUZAFFARPUR,0
MYSURU,0
NABARANGPUR,0
NADIA,0
NAGAON,0
NAGAPATTINAM,0
NAGARKURNOOL,0
NAGAUR,0
NAGPUR,13
NAINITAL,0
NALANDA,0
NALBARI,0
NALGONDA,0
NAMAKKAL,0
NAMSAI,0
NANDED,0
NANDURBAR,0
NARAYANPUR,0
NARMADA,0
NARSINGHPUR,0
NASHIK,0
NAVSARI,0
NAWADA,0
NAWANSHAHR,0
NAYAGARH,0
NEEMUCH,0
NELLORE,0
NICOBARS,0
NILGIRIS,0
NIMAR,0
NIRMAL,0
NIZAMABAD,0
NOIDA,1
NUAPADA,0
OSMANABAD,0
PAKUR,0
PALAKKAD,0
PALAMU,0
PALGHAR,0
PALI,0
PALWAL,0
PANCHKULA,0
PANIPAT,0
PANNA,0
PAPUM,0
PARAGANAS,2
PARBHANI,0
PATAN,0
PATHANAMTHITTA,0
PATHANKOT,0
PATIALA,0
PATNA,0
PEDDAPALLI,0
PERAMBALUR,0
PEREN,0
PHEK,0
PILIBHIT,0
PITHORAGARH,0
PONDICHERRY,0
POONCH,0
PORBANDAR,0
PRAKASAM,0
