District,count
PRATAPGARH,0
PRAYAG,0
PUDUKKOTTAI,0
PULWAMA,0
PUNE,3
PURI,8
PURNIA,0
PURULIA,12
RAE BARELI,0
RAICHUR,0
RAIGAD,0
RAIGARH,7
RAIPUR,0
RAISEN,0
RAJANNA,0
RAJAURI,0
RAJGARH,0
RAJKOT,0
RAJNANDGAON,0
RAJSAMAND,0
RAMANAGARA,0
RAMANATHAPURAM,0
RAMANUJGANJ,0
RAMBAN,0
RAMGARH,1
RAMPUR,0
RANCHI,72
RANGAREDDI,0
RATLAM,0
RATNAGIRI,0
RAYAGADA,0
REASI,0
REWA,0
REWARI,0
ROHTAK,0
ROHTAS,0
RUPNAGAR,0
S.A.S,0
Sahibzada,0
SAGAR,0
SAHARANPUR,0
SAHARSA,0
SAHEBGANJ,0
SAIHA,0
SALEM,0
SAMASTIPUR,0
SAMBA,0
SAMBALPUR,9
SAMBHAL,0
SANGAREDDY,0
SANGLI,0
SANGRUR,0
SARAIKELA,0
SARAN,8
SATARA,0
SATNA,0
SEHORE,0
SENAPATI,1
SEONI,0
SEPAHIJALA,0
SERCHHIP,0
SHAHDARA,0
SHAHDOL,1
SHAHJAHANPUR,0
SHAJAPUR,0
SHAMLI,0
SHEIKHPURA,0
SHEOHAR,0
SHEOPUR,0
SHIMLA,0
SHIVAMOGGA,0
SHIVPURI,0
SHOPIAN,0
SHRAVASTI,0
SIANG,0
SIDDHARTH,0
SIDDIPET,0
SIDHI,5
SIKAR,0
SIKKIM,1
SIMDEGA,0
SINDHUDURG,0
SINGHBHUM,0
SINGHBUM,0
SINGRAULI,8
SIRMAUR,0
SIROHI,0
SIRSA,0
SITAMARHI,0
SITAPUR,0
SIVAGANGA,0
SIVASAGAR,0
SIWAN,0
SOLAN,0
SOLAPUR,0
SOMNATH,0
SONBHADRA,0
SONEPUR,1
SONIPAT,0
SONITPUR,0
SOUTH TRIPURA,0
SRIKAKULAM,0
SRINAGAR,0
SUBANSIRI,0
SUKMA,0
SULTANPUR,0
SUNDARGARH,1
SUPAUL,0
SURAJPUR,0
SURAT,0
SURENDRANAGAR,0
SURGUJA,0
SURYAPET,0
TAMENGLONG,0
TAPI,0
TARAN,0
TAWANG,0
THANE,0
THANJAVUR,0
THENI,0
THIRUVALLUR,0
THIRUVANANTHAPURAM,0
THIRUVARUR,0
THOUBAL,0
THRISSUR,0
TIKAMGARH,0
TINSUKIA,0
TIRAP,0
TIRUCHIRAPPALLI,1
TIRUNELVELI,0
TIRUPPUR,0
TIRUVANNAMALAI,0
TONK,0
TRIPURA,0
TUENSANG,0
TUMAKURU,0
TUTICORIN,0
UDAIPUR,0
UDALGURI,0
UDAM,0
UDHAMPUR,0
UDUPI,1
UJJAIN,0
UKHRUL,0
UMARIA,0
UNA,0
UNAKOTI,0
UNNAO,0
UTTAR KASHI,0
VADODARA,0
VAISHALI,0
VALSAD,0
VARANASI,7
VELLORE,5
VIDISHA,0
VIJAYAPURA,0
VIKARABAD,0
VILLUPURAM,0
VIRUDHUNAGAR,0
VISAKHAPATANAM,0
VIZIANAGARAM,0
WANAPARTHY,0
WARANGAL,0
WARDHA,3
WASHIM,0
WAYANAD,0
WOKHA,0
YADADRI,0
YADGIR,0
YAMUNANAGAR,0
YANAM,0
YAVATMAL,0
ZUNHEBOTO,0
