,meanHQ,meanER,Month,BRITANNIA INDUSTRIES LTD.HQ,COAL INDIA LTD.HQ,ITC LTD.HQ,BAJAJ FINANCE LIMITEDER
0,0.08916666666666667,-0.5141666666666667,February-2014,-0.47,1.41,-0.74,-2.86
1,-5.8808333333333325,-8.162166666666668,March-2014,4.94,-17.99,-7.77,-14.11
2,-0.5416666666666667,-1.0863333333333334,April-2014,-2.32,-1.32,3.46,-4.71
3,-9.947499999999998,-9.4355,May-2014,-1.95,-27.24,-0.22,-7.82
4,-6.075833333333333,-3.699166666666666,June-2014,-14.45,-3.81,4.86,0.98
5,-6.673333333333334,-7.182666666666667,July-2014,-13.63,4.24,-9.63,-10.22
6,-2.5108333333333337,-3.9361666666666664,August-2014,-8.92,3.4,0.29,-11.94
7,-4.7283333333333335,-5.3596666666666675,September-2014,-12.09,4.22,-4.39,-9.81
8,-5.6925,-4.5104999999999995,October-2014,-9.61,-8.2,4.18,-3.23
9,-2.449166666666667,-3.7218333333333335,November-2014,-7.73,3.95,-2.18,-10.2
10,-7.916666666666667,-8.407333333333332,December-2014,-11.57,-8.17,-1.49,-12.89
11,0.8816666666666667,-2.397666666666667,January-2015,-2.63,5.97,-0.05,-16.16
12,-7.081666666666666,-6.598333333333334,February-2015,-10.87,-9.15,1.99,-7.88
13,3.8533333333333335,4.954666666666666,March-2015,-3.09,7.99,9.91,6.11
14,-0.48250000000000004,0.16749999999999998,April-2015,-1.61,-0.17,0.98,2.12
15,-9.708333333333332,-8.069666666666667,May-2015,-16.22,-7.8,-1.4,-5.22
16,-5.1425,-9.382499999999999,June-2015,-8.41,-7.6,3.58,-29.34
17,-8.253333333333334,-6.214666666666667,July-2015,-14.22,-4.33,-3.54,-0.73
18,8.606666666666666,8.259333333333334,August-2015,7.2,16.61,0.28,8.6
19,1.1575000000000002,0.8395000000000004,September-2015,-5.26,10.88,-1.11,-1.47
20,-1.7166666666666668,-1.6853333333333331,October-2015,-4.68,2.02,-1.76,-2.29
21,2.150833333333334,0.002166666666667183,November-2015,9.39,-3.38,-2.54,-5.61
22,0.7708333333333333,-0.9258333333333333,December-2015,-1.36,0.6,4.55,-9.19
23,5.444166666666666,4.352833333333333,January-2016,9.48,2.63,2.47,1.74
24,1.6033333333333335,1.7306666666666666,February-2016,-2.82,2.77,7.42,-0.32
25,0.585833333333333,-3.606833333333333,March-2016,3.01,6.17,-10.9,-16.9
26,-2.021666666666667,-0.9483333333333335,April-2016,-6.79,1.68,0.99,1.4
27,-0.38500000000000023,-3.1610000000000005,May-2016,5.29,-1.58,-8.25,-10.88
28,-4.4125000000000005,-4.762500000000001,June-2016,-1.88,-7.37,-4.69,-5.46
29,3.658333333333333,-1.1163333333333334,July-2016,-6.28,-4.74,31.42,-29.64
30,-8.775833333333333,-7.5571666666666655,August-2016,-17.88,-1.72,-3.01,-6.4
31,3.9375,21.4615,September-2016,2.52,3.33,7.11,90.41
32,0.2791666666666668,-0.31816666666666665,October-2016,1.61,-1.07,-0.14,-2.27
33,6.208333333333334,7.721666666666667,November-2016,8.3,5.46,3.72,14.92
34,2.1550000000000002,3.039,December-2016,5.12,2.66,-3.46,8.72
35,-6.416666666666666,-9.757333333333332,January-2017,-8.5,-3.3,-7.1,-23.47
36,-3.035833333333333,-3.7171666666666665,February-2017,-3.26,-3.84,-1.59,-6.86
37,-0.7250000000000001,-1.8969999999999998,March-2017,-4.76,9.01,-6.98,-6.03
38,-1.0308333333333335,-2.1641666666666666,April-2017,-7.23,5.45,0.66,-8.67
39,-0.2741666666666669,-1.7168333333333332,May-2017,2.6,4.89,-11.95,-3.85
40,-0.44500000000000006,-1.0630000000000002,June-2017,-4.57,7.25,-3.83,-3.72
41,-0.2516666666666665,-4.068333333333333,July-2017,-6.15,-2.03,11.95,-23.86
42,-1.3366666666666667,-1.605333333333333,August-2017,-7.41,4.48,1.03,-4.79
43,-3.744166666666666,-2.9908333333333332,September-2017,-3.12,-13.7,8.49,-2.88
44,-5.629166666666666,-3.919833333333334,October-2017,-7.03,-5.82,-3.04,1.92
45,0.9666666666666667,1.8953333333333333,November-2017,-2.87,3.54,3.93,3.91
46,1.4491666666666667,0.6258333333333332,December-2017,1.4,4.78,-2.91,-1.59
47,-4.905,-3.2230000000000003,January-2018,0.92,-13.54,-3.1,4.51
48,-3.439166666666666,-1.8818333333333332,February-2018,-6.68,-3.67,2.27,2.11
49,3.7866666666666666,1.6353333333333335,March-2018,0.27,8.42,3.47,-7.77
50,-7.0225,-7.1185,April-2018,-10.77,-0.12,-9.98,-7.7
51,-3.583333333333333,-4.426666666666667,May-2018,-7.7,-3.75,3.5,-10.6
52,2.05,0.17399999999999985,June-2018,-4.48,10.22,2.04,-8.96
53,-4.8291666666666675,-7.675833333333334,July-2018,-5.38,1.02,-11.71,-17.48
54,-6.25,-6.404000000000001,August-2018,-3.11,-9.32,-7.39,-5.95
55,9.771666666666668,12.314333333333334,September-2018,13.85,6.73,7.03,24.19
56,2.7075,0.3955000000000002,October-2018,2.87,0.26,5.7,-9.56
57,20.46333333333333,12.764666666666665,November-2018,43.93,8.21,-2.31,-6.47
58,1.4233333333333336,0.2626666666666669,December-2018,1.29,1.45,1.61,-4.46
59,1.3800000000000001,1.816,January-2019,-2.49,6.48,1.03,2.68
60,1.5341666666666667,0.46083333333333326,February-2019,4.26,-1.42,0.93,-3.0
61,-2.390833333333333,-3.0941666666666667,March-2019,-0.13,-2.69,-5.76,-4.5
