,meanHQ,meanER,Month,SHREE CEMENT LTD.HQ,HINDUSTAN ZINC LTD.HQ,BOSCH LTD.ER,HERO MOTOCORP LTD.ER,BHARTI AIRTEL LTD.ER,VEDANTA LIMITEDER,BAJAJ AUTO LTD.ER,INDUSIND BANK LTD.ER,ULTRATECH CEMENT LTD.ER,BAJAJ FINSERV LTD.ER,BAJAJ FINANCE LIMITEDER,STATE BANK OF INDIAER,ICICI BANK LTD.ER,DABUR INDIA LTD.ER,OIL AND NATURAL GAS CORPORATION LTD.ER,GODREJ CONSUMER PRODUCTS LTD.ER,HINDUSTAN UNILEVER LTD.ER
33,1.3800000000000001,3.422685778013193,November-2016,7.95,-11.76,6.28,5.53,-1.88,-13.48,5.28,8.81,9.5,12.42,14.92,-0.21,4.33,3.03,0.33,9.46,-0.48
34,6.78,5.4372245173338465,December-2016,5.42,9.5,-2.35,3.92,5.9,5.85,1.86,-1.66,9.69,3.04,8.72,3.35,3.66,2.22,33.75,-4.12,2.13
35,-9.03,-9.170707055206332,January-2017,-5.13,-16.83,-5.44,-4.42,-13.93,-17.04,-7.74,-13.1,-13.8,-11.96,-23.47,-4.1,-5.39,0.29,-5.59,-4.57,-3.49
36,-3.6999999999999997,-3.064134102763769,February-2017,-3.94,-3.22,2.5,1.39,-4.96,-2.35,2.8,-4.9,-2.13,-22.33,-6.86,-3.54,-2.73,0.14,4.33,-4.41,-1.14
37,-1.7766666666666666,-2.6015853429391655,March-2017,-5.78,6.23,-5.52,-2.83,4.16,-6.02,-1.79,-7.27,-5.77,-3.12,-6.03,-8.69,-0.25,-0.47,4.32,-1.17,-5.19
38,-6.4799999999999995,-2.670052222444531,April-2017,-13.18,6.92,-0.66,-2.69,-1.33,11.32,-2.17,-2.52,-6.25,-11.76,-8.67,1.08,-0.51,-3.39,-0.68,-4.36,-2.74
39,7.93,-0.8533863693995948,May-2017,6.55,10.69,-1.63,-13.05,-4.85,1.89,0.85,-2.39,0.99,8.26,-3.85,0.31,-17.16,2.43,4.97,-3.92,-14.13
40,0.7533333333333333,3.6706863431130174,June-2017,5.87,-9.48,0.0,1.23,-1.98,-4.21,1.88,-0.03,5.57,1.8,-3.72,5.18,11.09,-4.49,11.16,46.7,-1.39
41,-9.083333333333334,-8.677364238052604,July-2017,-10.0,-7.25,-3.14,1.15,-10.19,-12.29,-0.61,-10.93,-2.44,-21.47,-23.86,-14.24,-4.08,-6.14,-7.66,-7.21,-6.63
42,2.1733333333333333,-0.08375445450483912,August-2017,5.6,-4.68,8.33,-9.41,-2.41,-10.19,-0.03,-0.9,1.51,-10.08,-4.79,11.26,1.42,-1.61,7.29,10.29,-5.55
43,-3.7733333333333334,1.1058917646119983,September-2017,-5.54,-0.24,6.88,5.43,9.16,-1.88,-10.67,-1.36,3.64,6.49,-2.88,8.51,6.95,3.19,-8.69,1.35,3.47
44,-3.6666666666666665,-6.653275028027631,October-2017,-2.18,-6.64,-2.45,-1.95,-28.05,-5.72,-4.89,3.1,-14.24,2.38,1.92,-20.51,-8.3,-9.2,-11.98,-2.04,-5.25
45,7.830000000000001,1.715346186207605,November-2017,9.24,5.01,3.29,5.51,0.16,10.88,-1.59,-2.12,4.32,-3.97,3.91,-4.79,-2.62,-4.11,5.52,-2.89,-2.98
46,-4.2,-3.0613195925532217,December-2017,-4.74,-3.12,1.1,-3.95,-6.55,-11.48,-0.35,0.68,-2.61,-0.28,-1.59,3.42,-2.01,-0.52,-7.81,-3.93,-7.41
47,2.94,0.3859859308580133,January-2018,4.58,-0.34,3.78,2.5,16.95,-2.96,-0.47,-6.3,-1.37,8.16,4.51,-1.05,-12.4,-1.65,-4.47,-5.4,-0.11
48,0.3633333333333333,3.8454148000703974,February-2018,3.11,-5.13,3.38,2.47,2.8,2.96,9.58,4.24,5.16,-5.11,2.11,14.07,11.18,8.27,7.3,-1.44,3.89
49,4.543333333333333,3.2469516037079176,March-2018,2.98,7.67,2.96,1.53,6.66,15.53,8.94,-6.89,4.96,-2.41,-7.77,6.94,11.2,-0.6,5.68,-2.27,-1.49
50,-5.63,-5.626285421319989,April-2018,-4.1,-8.69,-6.98,-5.31,-2.67,-7.26,-7.24,-5.71,-4.11,-5.87,-7.7,1.52,-2.17,-13.06,-1.52,-2.21,-12.96
51,3.186666666666667,1.1370819981950138,May-2018,0.05,9.46,5.8,4.99,8.73,16.48,6.64,-2.62,9.13,-10.32,-10.6,-9.3,-0.4,-3.8,1.75,-2.24,-6.93
52,7.363333333333333,1.6946141300205442,June-2018,7.6,6.89,4.31,2.12,-1.93,5.44,-2.14,0.45,-1.8,3.8,-8.96,3.68,3.54,-1.86,10.8,-7.27,-1.75
53,-6.996666666666666,-6.239736187922902,July-2018,-9.69,-1.61,-6.92,5.13,-2.55,5.73,3.93,-2.84,-10.2,-20.06,-17.48,-13.15,-10.33,-7.51,-4.61,-7.65,-5.47
54,-9.659999999999998,-5.788397834957843,August-2018,-11.11,-6.76,-17.63,1.24,1.88,-2.23,-1.69,4.54,-6.69,3.31,-5.95,-5.27,-12.73,-13.98,-8.73,-9.75,-2.83
55,8.44,11.358717307778683,September-2018,11.2,2.92,9.9,9.87,11.76,-2.0,2.16,11.39,9.27,11.34,24.19,14.2,10.99,10.73,1.5,46.91,9.71
56,14.646666666666667,6.047135632873463,October-2018,17.46,9.02,-0.18,5.69,13.63,8.85,3.56,15.57,13.73,9.79,-9.56,-5.85,-16.43,9.87,13.6,5.71,-0.63
57,-12.643333333333333,-5.612669818713373,November-2018,-18.57,-0.79,4.78,-10.6,-7.33,7.31,-5.61,-14.54,-14.12,-11.19,-6.47,-1.37,0.03,-6.54,8.46,-3.59,-8.39
58,-4.42,-3.3992793263071914,December-2018,-4.47,-4.32,-3.8,-1.55,0.21,-3.35,0.67,1.99,-0.25,-7.89,-4.46,-3.97,-1.41,-4.97,-7.13,-8.42,-3.68
59,7.736666666666667,5.431886725981243,January-2019,8.5,6.21,4.07,15.89,1.84,2.4,6.08,5.88,12.04,5.99,2.68,0.78,-1.18,-2.84,5.66,12.86,3.07
60,-4.733333333333333,-1.038242719182866,February-2019,-5.46,-3.28,-0.95,-0.88,-3.52,14.23,-13.44,2.13,-8.72,-6.13,-3.0,8.04,4.24,1.07,-5.01,5.15,1.75
61,-4.033333333333334,-2.1790361422753333,March-2019,-6.44,0.78,2.94,-4.31,2.89,-1.74,-2.05,-3.08,-3.66,-2.45,-4.5,-4.26,-6.12,1.37,-0.87,-5.23,1.75
