,meanHQ,meanER,Month,SHREE CEMENT LTD.HQ,HINDUSTAN ZINC LTD.HQ,BOSCH LTD.ER,HERO MOTOCORP LTD.ER,BHARTI AIRTEL LTD.ER,VEDANTA LIMITEDER,BAJAJ AUTO LTD.ER,INDUSIND BANK LTD.ER,ULTRATECH CEMENT LTD.ER,BAJAJ FINSERV LTD.ER,BAJAJ FINANCE LIMITEDER,STATE BANK OF INDIAER,ICICI BANK LTD.ER,DABUR INDIA LTD.ER,OIL AND NATURAL GAS CORPORATION LTD.ER,GODREJ CONSUMER PRODUCTS LTD.ER,HINDUSTAN UNILEVER LTD.ER
0,-0.6300000000000002,-1.2448092918003597,February-2014,-5.87,9.85,-4.58,0.27,8.77,5.78,-2.1,-3.56,-7.77,-5.78,-2.86,-0.4,-5.58,-0.55,-5.83,-5.08,3.78
1,-17.0,-13.756683118633466,March-2014,-20.51,-9.98,-15.93,-15.66,-10.92,-5.83,-6.98,-26.1,-18.97,-9.8,-14.11,-25.24,-19.33,-3.82,-9.31,-7.91,-9.99
2,-0.59,0.8790105996273745,April-2014,-0.77,-0.23,3.22,3.48,-2.74,1.52,7.93,4.43,7.36,-4.75,-4.71,-8.37,0.05,0.11,-2.23,6.33,6.09
3,-20.543333333333333,-13.625032348441556,May-2014,-19.74,-22.15,-17.17,-6.83,-4.99,-51.0,-2.07,-11.45,-17.6,-3.04,-7.82,-22.27,-13.95,-4.54,-16.1,2.5,-6.01
4,-6.376666666666666,-6.302543164832054,June-2014,-6.51,-6.11,-9.99,-12.09,2.06,-4.51,-18.43,-6.99,-9.0,-9.68,0.98,-5.67,-0.0,0.13,-12.02,-5.97,-3.09
5,-0.006666666666666672,-0.49369634191985484,July-2014,-1.57,3.12,1.12,1.19,-10.6,0.6,10.16,1.89,6.83,-0.84,-10.22,9.16,-3.85,-10.39,6.69,-2.09,-10.65
6,-5.420000000000001,-6.448898934247042,August-2014,-6.94,-2.38,-10.69,-0.47,0.78,4.55,-8.74,-4.17,-5.16,-11.32,-11.94,-0.85,-5.67,-12.43,-10.07,-17.16,-8.13
7,-3.6366666666666667,-2.1043547661913293,September-2014,-6.83,2.75,-1.32,-8.97,-9.35,1.66,-3.95,-6.07,-3.07,-7.56,-9.81,0.74,7.79,4.39,5.99,0.08,-0.62
8,-7.789999999999999,-3.682809162212916,October-2014,-8.28,-6.81,0.8,-7.73,1.47,6.16,-11.07,-16.1,2.81,5.53,-3.23,-10.62,-13.25,-1.67,0.99,1.77,1.01
9,2.59,2.592289251563058,November-2014,1.44,4.89,-27.28,-2.63,4.1,9.56,-1.17,-4.55,2.4,-7.8,-10.2,88.1,-7.95,-6.73,6.31,1.6,-6.53
10,-4.67,3.565160944411804,December-2014,-4.88,-4.25,-2.66,1.23,7.62,7.44,7.62,-6.79,-7.28,-14.01,-12.89,2.99,79.88,3.13,10.09,-1.87,3.45
11,-11.81,-7.866230768507354,January-2015,-16.41,-2.61,-22.42,7.54,-5.64,5.77,2.01,-8.53,-17.54,-9.98,-16.16,0.59,-2.31,-9.68,-3.0,-9.43,-22.82
12,0.5566666666666666,0.08689578824566228,February-2015,1.22,-0.77,-8.6,6.51,4.17,-7.86,9.52,-5.16,0.08,2.44,-7.88,2.71,4.32,-3.05,7.54,-6.54,2.47
13,3.0466666666666664,4.504993065465884,March-2015,0.51,8.12,1.91,1.49,-10.27,12.94,6.68,3.65,8.36,1.25,6.11,11.47,8.75,-0.57,5.59,7.98,4.06
14,1.92,1.9573134275411421,April-2015,5.18,-4.6,11.34,11.85,3.11,-10.85,3.37,6.63,7.27,-2.77,2.12,-1.14,-5.06,5.09,0.72,-1.6,2.68
15,-5.073333333333333,-5.6896420010596955,May-2015,-7.67,0.12,-5.11,-15.74,-11.44,6.33,-18.75,-6.16,-11.65,-6.66,-5.22,-3.0,4.21,-7.5,-8.32,0.7,-1.21
16,-1.5999999999999999,-1.5811595175375794,June-2015,-3.02,1.24,7.36,6.37,1.27,11.59,-9.53,0.3,-0.5,-0.2,-29.34,5.52,2.93,-3.53,6.15,-17.21,-6.59
17,1.6233333333333333,-1.6712694451255918,July-2015,-0.56,5.99,-12.45,-5.95,0.31,25.16,0.65,-12.1,-5.29,-20.95,-0.73,-2.89,1.79,-4.62,11.82,-11.35,-0.5
18,9.806666666666667,9.74568831620346,August-2015,5.14,19.14,5.62,10.36,15.31,24.24,10.49,12.35,7.99,1.54,8.6,8.62,8.07,6.7,12.18,2.59,6.47
19,-9.353333333333333,1.6367634240331272,September-2015,-9.03,-10.0,16.58,0.07,4.65,13.69,-2.43,-9.96,7.53,4.75,-1.47,3.99,2.82,-0.95,4.3,8.93,5.59
20,-7.25,-5.531210245566005,October-2015,-4.68,-12.39,-5.46,-7.9,-3.18,-17.51,-10.38,3.3,-7.61,-13.01,-2.29,0.02,-2.5,2.21,-8.0,-3.95,1.41
21,9.453333333333333,2.549300572687653,November-2015,9.96,8.44,8.71,-4.55,4.09,9.95,2.67,-2.45,2.66,0.98,-5.61,-5.59,1.05,-1.28,5.47,2.69,-0.95
22,-2.9133333333333336,-1.6389651235809233,December-2015,-3.36,-2.02,0.04,0.27,-1.61,-0.28,-2.09,-3.78,0.78,-2.57,-9.19,10.4,4.62,-1.08,-3.24,-7.23,-6.54
23,2.6133333333333337,7.064059676566076,January-2016,8.71,-9.58,6.57,4.91,14.77,20.6,7.56,4.32,-1.47,5.94,1.74,19.81,11.99,9.6,6.53,7.17,5.27
24,2.6133333333333333,4.828616312177531,February-2016,3.78,0.28,3.81,2.46,-9.34,1.19,6.04,10.36,2.09,13.83,-0.32,11.98,17.43,4.9,14.15,2.88,-1.58
25,-20.346666666666668,-15.919368528942659,March-2016,-23.25,-14.54,-23.89,-17.75,-10.78,-26.89,-9.35,-16.46,-16.62,-5.79,-16.9,-22.66,-24.5,-4.77,-10.64,-16.01,-4.78
26,0.37666666666666665,-1.7315239655768735,April-2016,-2.61,6.35,5.21,1.43,-3.68,-15.41,-3.26,-8.43,2.0,-9.51,1.4,2.75,-0.02,-10.6,-1.47,4.11,0.33
27,-2.18,-4.04260670874725,May-2016,-3.56,0.58,-13.44,-6.82,3.34,-4.39,-5.41,-5.18,-2.12,2.25,-10.88,-8.41,-3.63,-5.24,3.1,-12.4,1.93
28,-8.54,-6.787587523591382,June-2016,-10.19,-5.24,-1.28,-2.64,-4.12,-21.7,-2.57,-0.64,-5.65,-27.15,-5.46,-6.74,2.04,-6.28,-2.44,-7.79,-5.73
29,-11.623333333333333,-8.305295239070906,July-2016,-10.76,-13.35,-10.38,-0.8,1.12,-24.89,-0.59,-6.06,-8.61,-17.28,-29.64,-4.76,-9.43,1.46,-1.69,0.69,-2.55
30,-7.853333333333334,-3.884232547525379,August-2016,-6.15,-11.26,3.15,-10.64,8.34,-3.31,-10.32,-0.59,-8.73,-9.07,-6.4,-10.26,1.96,4.28,-7.77,4.45,0.53
31,-0.6166666666666667,6.028827431313182,September-2016,0.51,-2.87,6.07,3.75,5.36,-1.18,4.99,-0.96,4.25,-3.62,90.41,0.73,2.1,6.67,-8.29,-4.19,5.33
32,-2.3633333333333333,-3.96824431475803,October-2016,0.59,-8.27,3.7,1.75,-1.42,-17.67,-0.05,0.14,-2.94,-10.87,-2.27,-2.85,-9.79,-7.7,-12.95,-1.23,3.17
