,meanHQ,meanER,Month,BOSCH LTD.HQ,WIPRO LTD.HQ,INFOSYS LTD.HQ,VEDANTA LIMITEDER,JSW STEEL LTD.ER,TITAN COMPANY LIMITEDER,BRITANNIA INDUSTRIES LTD.ER,POWER GRID CORPORATION OF INDIA LTD.ER_x,GODREJ CONSUMER PRODUCTS LTD.ER_x,MAHINDRA & MAHINDRA LTD.ER_x,INDUSIND BANK LTD.ER_x,ULTRATECH CEMENT LTD.ER_x,TATA CONSULTANCY SERVICES LTD.ER_x,RELIANCE INDUSTRIES LTD.ER_x,COAL INDIA LTD.ER_x,POWER GRID CORPORATION OF INDIA LTD.ER_y,GODREJ CONSUMER PRODUCTS LTD.ER_y,MAHINDRA & MAHINDRA LTD.ER_y,INDUSIND BANK LTD.ER_y,ULTRATECH CEMENT LTD.ER_y,TATA CONSULTANCY SERVICES LTD.ER_y,RELIANCE INDUSTRIES LTD.ER_y,COAL INDIA LTD.ER_y,HINDUSTAN UNILEVER LTD.ER
10,14.39,3.1578696518035585,December-2014,-2.66,5.41,54.78,7.44,12.91,-3.03,-11.57,2.88,-1.87,6.74,-6.79,-7.28,3.34,10.06,-8.17,2.88,-1.87,6.74,-6.79,-7.28,3.34,10.06,-8.17,3.45
11,-14.67666666666667,-6.329870977022218,January-2015,-22.42,-9.48,-8.7,5.77,6.7,-12.93,-2.63,-7.17,-9.43,-2.31,-8.53,-17.54,2.88,-2.72,5.97,-7.17,-9.43,-2.31,-8.53,-17.54,2.88,-2.72,5.97,-22.82
12,-8.268333333333333,-4.534880382871456,February-2015,-8.6,-8.73,-7.1,-7.86,-3.43,2.33,-10.87,-6.02,-6.54,-2.26,-5.16,0.08,-7.83,5.36,-9.15,-6.02,-6.54,-2.26,-5.16,0.08,-7.83,5.36,-9.15,2.47
13,3.2383333333333333,6.018544275541867,March-2015,1.91,4.77,3.41,12.94,10.21,6.78,-3.09,7.43,7.98,8.08,3.65,8.36,4.79,4.8,7.99,7.43,7.98,8.08,3.65,8.36,4.79,4.8,7.99,4.06
14,12.5575,2.910096808845253,April-2015,11.34,14.22,12.37,-10.85,-2.72,2.35,-1.61,2.0,-1.6,3.54,6.63,7.27,3.16,-4.63,-0.17,2.0,-1.6,3.54,6.63,7.27,3.16,-4.63,-0.17,2.68
15,-4.585833333333333,-4.5225314810811765,May-2015,-5.11,-4.28,-4.12,6.33,1.76,1.38,-16.22,-0.98,0.7,-10.05,-6.16,-11.65,-5.84,-1.66,-7.8,-0.98,0.7,-10.05,-6.16,-11.65,-5.84,-1.66,-7.8,-1.21
16,16.923333333333332,0.5104989341702049,June-2015,7.36,3.11,51.28,11.59,4.79,3.01,-8.41,3.2,-17.21,-1.67,0.3,-0.5,2.24,-14.06,-7.6,3.2,-17.21,-1.67,0.3,-0.5,2.24,-14.06,-7.6,-6.59
17,-9.07,-3.5544544728391654,July-2015,-12.45,-4.59,-9.41,25.16,3.95,11.55,-14.22,-1.76,-11.35,-6.28,-12.1,-5.29,1.65,-0.12,-4.33,-1.76,-11.35,-6.28,-12.1,-5.29,1.65,-0.12,-4.33,-0.5
18,1.8108333333333335,6.739383322320309,August-2015,5.62,-0.4,-1.59,24.24,-9.93,-4.29,7.2,7.7,2.59,10.18,12.35,7.99,-2.2,14.46,16.61,7.7,2.59,10.18,12.35,7.99,-2.2,14.46,16.61,6.47
19,3.918333333333333,2.276454999834221,September-2015,16.58,-4.5,-5.96,13.69,3.54,5.8,-5.26,-1.15,8.93,-3.09,-9.96,7.53,-0.88,-0.43,10.88,-1.15,8.93,-3.09,-9.96,7.53,-0.88,-0.43,10.88,5.59
20,-0.4199999999999998,-1.648323187785428,October-2015,-5.46,3.99,2.1,-17.51,-2.65,-9.6,-4.68,2.57,-3.95,6.2,3.3,-7.61,3.49,-10.15,2.02,2.57,-3.95,6.2,3.3,-7.61,3.49,-10.15,2.02,1.41
21,4.71,-0.3868928730580433,November-2015,8.71,0.1,4.19,9.95,0.81,-9.55,9.39,-5.59,2.69,-15.62,-2.45,2.66,5.29,-2.13,-3.38,-5.59,2.69,-15.62,-2.45,2.66,5.29,-2.13,-3.38,-0.95
22,0.3966666666666667,-1.60716573452141,December-2015,0.04,2.25,-1.48,-0.28,-14.18,9.24,-1.36,-3.86,-7.23,7.0,-3.78,0.78,-3.13,-4.61,0.6,-3.86,-7.23,7.0,-3.78,0.78,-3.13,-4.61,0.6,-6.54
23,1.2891666666666668,2.070413474127761,January-2016,6.57,-0.25,-5.46,20.6,-2.51,-4.96,9.48,-4.53,7.17,3.06,4.32,-1.47,1.97,-2.22,2.63,-4.53,7.17,3.06,4.32,-1.47,1.97,-2.22,2.63,5.27
24,5.780833333333334,4.773945619245068,February-2016,3.81,7.36,6.96,1.19,-6.3,13.07,-2.82,11.86,2.88,0.48,10.36,2.09,8.75,6.62,2.77,11.86,2.88,0.48,10.36,2.09,8.75,6.62,2.77,-1.58
25,-15.835833333333335,-10.16235814582265,March-2016,-23.89,-8.36,-12.38,-26.89,-13.81,-7.1,3.01,-6.92,-16.01,1.4,-16.46,-16.62,-15.31,-8.14,6.17,-6.92,-16.01,1.4,-16.46,-16.62,-15.31,-8.14,6.17,-4.78
26,2.8858333333333337,-1.6179318446571638,April-2016,5.21,1.71,0.58,-15.41,-7.14,-4.9,-6.79,-3.13,4.11,-10.09,-8.43,2.0,-0.56,6.0,1.68,-3.13,4.11,-10.09,-8.43,2.0,-0.56,6.0,1.68,0.33
27,-5.954999999999999,-2.8199114737107873,May-2016,-13.44,1.35,-3.22,-4.39,-1.4,-1.07,5.29,-4.57,-12.4,0.53,-5.18,-2.12,-1.78,2.4,-1.58,-4.57,-12.4,0.53,-5.18,-2.12,-1.78,2.4,-1.58,1.93
28,0.3091666666666666,-4.81200242140755,June-2016,-1.28,-2.22,6.33,-21.7,-5.3,-12.67,-1.88,-8.63,-7.79,-7.87,-0.64,-5.65,0.94,-1.09,-7.37,-8.63,-7.79,-7.87,-0.64,-5.65,0.94,-1.09,-7.37,-5.73
29,-1.477500000000001,-5.053935491087936,July-2016,-10.38,2.34,8.27,-24.89,-14.25,-3.55,-6.28,-7.95,0.69,-2.66,-6.06,-8.61,-2.66,-4.75,-4.74,-7.95,0.69,-2.66,-6.06,-8.61,-2.66,-4.75,-4.74,-2.55
30,5.5275,-0.87668915868559,August-2016,3.15,10.05,3.46,-3.31,-4.88,0.21,-17.88,-4.6,4.45,1.97,-0.59,-8.73,4.05,-4.19,-1.72,-4.6,4.45,1.97,-0.59,-8.73,4.05,-4.19,-1.72,0.53
31,3.3700000000000006,1.8026558573127882,September-2016,6.07,2.62,-0.13,-1.18,1.35,5.38,2.52,4.16,-4.19,2.23,-0.96,4.25,3.4,-2.28,3.33,4.16,-4.19,2.23,-0.96,4.25,3.4,-2.28,3.33,5.33
32,3.2825,0.8004211412630926,October-2016,3.7,2.65,3.43,-17.67,4.16,3.49,1.61,0.79,-1.23,6.25,0.14,-2.94,1.34,2.86,-1.07,0.79,-1.23,6.25,0.14,-2.94,1.34,2.86,-1.07,3.17
33,3.285,4.254503866801859,November-2016,6.28,-0.02,2.7,-13.48,-4.03,15.66,8.3,-9.75,9.46,10.02,8.81,9.5,4.92,5.56,5.46,-9.75,9.46,10.02,8.81,9.5,4.92,5.56,5.46,-0.48
34,-2.5183333333333335,0.1840086162584581,December-2016,-2.35,-1.91,-3.61,5.85,5.9,-1.15,5.12,4.45,-4.12,0.13,-1.66,9.69,-3.74,-8.8,2.66,4.45,-4.12,0.13,-1.66,9.69,-3.74,-8.8,2.66,2.13
35,0.9358333333333335,-1.256865095638703,January-2017,-5.44,3.57,8.05,-17.04,87.79,-11.37,-8.5,-12.59,-4.57,-4.64,-13.1,-13.8,5.59,3.4,-3.3,-12.59,-4.57,-4.64,-13.1,-13.8,5.59,3.4,-3.3,-3.49
36,-3.4808333333333334,-4.963395944362876,February-2017,2.5,-6.87,-8.93,-2.35,5.9,-20.36,-3.26,7.04,-4.41,-5.45,-4.9,-2.13,-10.61,-18.67,-3.84,7.04,-4.41,-5.45,-4.9,-2.13,-10.61,-18.67,-3.84,-1.14
37,-4.343333333333333,-2.433269044047242,March-2017,-5.52,-5.5,-0.84,-6.02,-0.48,-5.65,-4.76,-2.71,-1.17,1.7,-7.27,-5.77,1.44,-6.54,9.01,-2.71,-1.17,1.7,-7.27,-5.77,1.44,-6.54,9.01,-5.19
38,3.5808333333333335,-0.8757887727137382,April-2017,-0.66,4.12,9.93,11.32,-6.08,-2.16,-7.23,-5.27,-4.36,-3.88,-2.52,-6.25,6.54,-5.73,5.45,-5.27,-4.36,-3.88,-2.52,-6.25,6.54,-5.73,5.45,-2.74
39,-5.147500000000001,-2.3467149026684058,May-2017,-1.63,-8.71,-6.26,1.89,2.49,-0.73,2.6,-0.1,-3.92,-6.13,-2.39,0.99,-11.98,3.89,4.89,-0.1,-3.92,-6.13,-2.39,0.99,-11.98,3.89,4.89,-14.13
40,18.33416666666667,7.3518149603152585,June-2017,0.0,51.83,4.23,-4.21,-4.74,-10.3,-4.57,-1.32,46.7,4.85,-0.03,5.57,7.07,-2.96,7.25,-1.32,46.7,4.85,-0.03,5.57,7.07,-2.96,7.25,-1.39
41,-7.2275,-7.115790580529514,July-2017,-3.14,-11.69,-8.09,-12.29,-8.93,-3.74,-6.15,-5.94,-7.21,-4.03,-10.93,-2.44,-5.49,-16.92,-2.03,-5.94,-7.21,-4.03,-10.93,-2.44,-5.49,-16.92,-2.03,-6.63
42,4.683333333333334,0.519193927247876,August-2017,8.33,-3.48,9.49,-10.19,-15.06,-13.51,-7.41,2.11,10.29,4.08,-0.9,1.51,-0.11,1.26,4.48,2.11,10.29,4.08,-0.9,1.51,-0.11,1.26,4.48,-5.55
43,5.3358333333333325,5.349588111339396,September-2017,6.88,6.05,1.81,-1.88,2.51,5.5,-3.12,3.53,1.35,6.77,-1.36,3.64,2.39,50.92,-13.7,3.53,1.35,6.77,-1.36,3.64,2.39,50.92,-13.7,3.47
44,-3.205,-6.1364004492738555,October-2017,-2.45,-4.64,-2.55,-5.72,-3.83,-8.86,-7.03,-1.0,-2.04,-7.28,3.1,-14.24,-7.36,-20.28,-5.82,-1.0,-2.04,-7.28,3.1,-14.24,-7.36,-20.28,-5.82,-5.25
45,0.17583333333333329,-0.7777337164010253,November-2017,3.29,0.75,-5.78,10.88,1.3,-29.13,-2.87,3.2,-2.89,-4.87,-2.12,4.32,-0.69,1.93,3.54,3.2,-2.89,-4.87,-2.12,4.32,-0.69,1.93,3.54,-2.98
46,-3.658333333333333,1.9176311693882981,December-2017,1.1,-7.4,-6.6,-11.48,-5.97,-4.51,1.4,2.72,-3.93,46.75,0.68,-2.61,-2.51,0.17,4.78,2.72,-3.93,46.75,0.68,-2.61,-2.51,0.17,4.78,-7.41
47,-0.17250000000000032,-4.1819985045853265,January-2018,3.78,2.79,-10.71,-2.96,-7.58,-1.52,0.92,3.42,-5.4,-1.65,-6.3,-1.37,-15.23,-4.35,-13.54,3.42,-5.4,-1.65,-6.3,-1.37,-15.23,-4.35,-13.54,-0.11
48,2.1925,1.0045881134177643,February-2018,3.38,3.89,-2.05,2.96,-7.57,6.11,-6.68,-2.56,-1.44,4.55,4.24,5.16,2.36,0.91,-3.67,-2.56,-1.44,4.55,4.24,5.16,2.36,0.91,-3.67,3.89
49,3.3741666666666665,2.296610972008396,March-2018,2.96,3.88,3.39,15.53,7.71,-15.35,0.27,2.32,-2.27,-1.57,-6.89,4.96,6.22,7.31,8.42,2.32,-2.27,-1.57,-6.89,4.96,6.22,7.31,8.42,-1.49
50,-4.020833333333333,-8.163679205504632,April-2018,-6.98,0.96,-5.73,-7.26,-12.88,-4.23,-10.77,-7.12,-2.21,-17.89,-5.71,-4.11,-23.94,-9.1,-0.12,-7.12,-2.21,-17.89,-5.71,-4.11,-23.94,-9.1,-0.12,-12.96
51,3.7524999999999995,4.764208276408725,May-2018,5.8,6.04,-2.71,16.48,-2.21,8.12,-7.7,-0.63,-2.24,-5.83,-2.62,9.13,50.59,4.34,-3.75,-0.63,-2.24,-5.83,-2.62,9.13,50.59,4.34,-3.75,-6.93
52,0.3391666666666666,0.38514914716556875,June-2018,4.31,0.19,-6.08,5.44,1.73,2.5,-4.48,10.67,-7.27,2.89,0.45,-1.8,-5.87,-5.61,10.22,10.67,-7.27,2.89,0.45,-1.8,-5.87,-5.61,10.22,-1.75
53,-5.961666666666667,-5.190385369502339,July-2018,-6.92,-5.89,-4.46,5.73,-1.01,-3.6,-5.38,2.38,-7.65,-4.14,-2.84,-10.2,-5.09,-21.88,1.02,2.38,-7.65,-4.14,-2.84,-10.2,-5.09,-21.88,1.02,-5.47
54,-11.711666666666668,-6.516192658759847,August-2018,-17.63,-8.98,-5.49,-2.23,-20.19,2.17,-3.11,-10.1,-9.75,-3.36,4.54,-6.69,-7.05,-4.65,-9.32,-10.1,-9.75,-3.36,4.54,-6.69,-7.05,-4.65,-9.32,-2.83
55,13.994166666666668,10.819055578987745,September-2018,9.9,-7.48,49.45,-2.0,4.07,9.57,13.85,6.06,46.91,10.83,11.39,9.27,-5.12,-1.39,6.73,6.06,46.91,10.83,11.39,9.27,-5.12,-1.39,6.73,9.71
56,0.605,6.859419368277724,October-2018,-0.18,-2.25,5.72,8.85,11.02,-4.79,2.87,1.46,5.71,11.31,15.57,13.73,11.3,15.64,0.26,1.46,5.71,11.31,15.57,13.73,11.3,15.64,0.26,-0.63
57,3.381666666666667,-0.7606779761848976,November-2018,4.78,2.01,2.88,7.31,7.06,-9.67,43.93,3.02,-3.59,-3.52,-14.54,-14.12,-1.7,-10.06,8.21,3.02,-3.59,-3.52,-14.54,-14.12,-1.7,-10.06,8.21,-8.39
58,-1.8866666666666667,-1.1508027050731366,December-2018,-3.8,-1.66,1.0,-3.35,2.64,-0.46,1.29,-10.49,-8.42,-1.71,1.99,-0.25,3.91,4.04,1.45,-10.49,-8.42,-1.71,1.99,-0.25,3.91,4.04,1.45,-3.68
59,-5.644166666666667,2.521926096245953,January-2019,4.07,-11.82,-13.6,2.4,10.33,-7.04,-2.49,5.2,12.86,15.29,5.88,12.04,-6.39,-9.46,6.48,5.2,12.86,15.29,5.88,12.04,-6.39,-9.46,6.48,3.07
60,0.06333333333333335,1.152552300056533,February-2019,-0.95,-0.19,2.09,14.23,-2.35,-3.17,4.26,3.23,5.15,5.03,2.13,-8.72,1.51,-0.36,-1.42,3.23,5.15,5.03,2.13,-8.72,1.51,-0.36,-1.42,1.75
61,12.181666666666667,-0.28863246784628926,March-2019,2.94,30.68,2.92,-1.74,-2.06,-2.6,-0.13,-2.49,-5.23,-3.62,-3.08,-3.66,-1.92,-2.85,-2.69,-2.49,-5.23,-3.62,-3.08,-3.66,-1.92,-2.85,-2.69,1.75
