Company
BHARTI INFRATEL LTD.
HERO MOTOCORP LTD.
GAIL (INDIA) LTD.
DABUR INDIA LTD.
POWER GRID CORPORATION OF INDIA LTD.
NESTLE INDIA LTD.
NTPC LTD.
BHARTI AIRTEL LTD.
HCL TECHNOLOGIES LTD.
OIL AND NATURAL GAS CORPORATION LTD.
MARUTI SUZUKI INDIA LTD.
