Month,Return
February-2014,0.74
March-2014,7.77
April-2014,-3.46
May-2014,0.22
June-2014,-4.86
July-2014,9.63
August-2014,-0.29
September-2014,4.39
October-2014,-4.18
November-2014,2.18
December-2014,1.49
January-2015,0.05
February-2015,-1.99
March-2015,-9.91
April-2015,-0.98
May-2015,1.4
June-2015,-3.58
July-2015,3.54
August-2015,-0.28
September-2015,1.11
October-2015,1.76
November-2015,2.54
December-2015,-4.55
January-2016,-2.47
February-2016,-7.42
March-2016,10.9
April-2016,-0.99
May-2016,8.25
June-2016,4.69
July-2016,-31.42
August-2016,3.01
September-2016,-7.11
October-2016,0.14
November-2016,-3.72
December-2016,3.46
January-2017,7.1
February-2017,1.59
March-2017,6.98
April-2017,-0.66
May-2017,11.95
June-2017,3.83
July-2017,-11.95
August-2017,-1.03
September-2017,-8.49
October-2017,3.04
November-2017,-3.93
December-2017,2.91
January-2018,3.1
February-2018,-2.27
March-2018,-3.47
April-2018,9.98
May-2018,-3.5
June-2018,-2.04
July-2018,11.71
August-2018,7.39
September-2018,-7.03
October-2018,-5.7
November-2018,2.31
December-2018,-1.61
January-2019,-1.03
February-2019,-0.93
March-2019,5.76
