Month,Return
February-2014,-6.14
March-2014,-12.19
April-2014,4.09
May-2014,-10.56
June-2014,-3.43
July-2014,-1.5
August-2014,-1.12
September-2014,-3.39
October-2014,-4.67
November-2014,-4.96
December-2014,0.56
January-2015,-13.03
February-2015,0.76
March-2015,4.21
April-2015,3.29
May-2015,-6.26
June-2015,-1.56
July-2015,-4.1
August-2015,7.47
September-2015,-3.96
October-2015,-2.63
November-2015,1.92
December-2015,-0.63
January-2016,3.12
February-2016,7.28
March-2016,-10.14
April-2016,-5.81
May-2016,-4.23
June-2016,0.46
July-2016,-6.01
August-2016,-3.55
September-2016,1.48
October-2016,1.42
November-2016,4.32
December-2016,-0.38
January-2017,-6.87
February-2017,-7.95
March-2017,-3.82
April-2017,-6.92
May-2017,-5.91
June-2017,-1.16
July-2017,-7.93
August-2017,0.47
September-2017,-1.58
October-2017,-0.32
November-2017,-2.39
December-2017,-1.16
January-2018,-7.09
February-2018,6.11
March-2018,-0.41
April-2018,-2.81
May-2018,-9.85
June-2018,1.32
July-2018,-3.46
August-2018,5.45
September-2018,2.74
October-2018,4.68
November-2018,-10.74
December-2018,-0.25
January-2019,1.95
February-2019,-0.05
March-2019,-2.18
