Month,Return
February-2014,3.86
March-2014,21.89
April-2014,-1.37
May-2014,14.88
June-2014,14.92
July-2014,-3.1
August-2014,19.56
September-2014,-5.88
October-2014,10.82
November-2014,2.99
December-2014,-13.41
January-2015,15.55
February-2015,-0.11
March-2015,8.65
April-2015,-5.46
May-2015,10.95
June-2015,3.25
July-2015,5.49
August-2015,-4.52
September-2015,-3.84
October-2015,2.5
November-2015,3.84
December-2015,-1.21
January-2016,0.13
February-2016,-13.94
March-2016,17.12
April-2016,8.56
May-2016,0.26
June-2016,9.02
July-2016,-44.62
August-2016,1.65
September-2016,1.72
October-2016,9.43
November-2016,-3.94
December-2016,-1.48
January-2017,7.35
February-2017,-1.7
March-2017,-3.08
April-2017,10.83
May-2017,3.18
June-2017,-13.9
July-2017,-26.33
August-2017,12.29
September-2017,-10.68
October-2017,14.72
November-2017,-7.17
December-2017,3.17
January-2018,-5.17
February-2018,-12.72
March-2018,-0.33
April-2018,-9.3
May-2018,4.07
June-2018,-8.02
July-2018,4.78
August-2018,-6.96
September-2018,3.18
October-2018,-26.49
November-2018,17.58
December-2018,12.31
January-2019,-4.52
February-2019,-2.53
March-2019,8.95
