Month,Return
February-2014,4.58
March-2014,15.93
April-2014,-3.22
May-2014,17.17
June-2014,9.99
July-2014,-1.12
August-2014,10.69
September-2014,1.32
October-2014,-0.8
November-2014,27.28
December-2014,2.66
January-2015,22.42
February-2015,8.6
March-2015,-1.91
April-2015,-11.34
May-2015,5.11
June-2015,-7.36
July-2015,12.45
August-2015,-5.62
September-2015,-16.58
October-2015,5.46
November-2015,-8.71
December-2015,-0.04
January-2016,-6.57
February-2016,-3.81
March-2016,23.89
April-2016,-5.21
May-2016,13.44
June-2016,1.28
July-2016,10.38
August-2016,-3.15
September-2016,-6.07
October-2016,-3.7
November-2016,-6.28
December-2016,2.35
January-2017,5.44
February-2017,-2.5
March-2017,5.52
April-2017,0.66
May-2017,1.63
June-2017,-0.0
July-2017,3.14
August-2017,-8.33
September-2017,-6.88
October-2017,2.45
November-2017,-3.29
December-2017,-1.1
January-2018,-3.78
February-2018,-3.38
March-2018,-2.96
April-2018,6.98
May-2018,-5.8
June-2018,-4.31
July-2018,6.92
August-2018,17.63
September-2018,-9.9
October-2018,0.18
November-2018,-4.78
December-2018,3.8
January-2019,-4.07
February-2019,0.95
March-2019,-2.94
