Month,Return
February-2014,-9.27
March-2014,10.79
April-2014,-10.15
May-2014,3.82
June-2014,-12.98
July-2014,-15.22
August-2014,-8.08
September-2014,-0.32
October-2014,1.37
November-2014,0.71
December-2014,1.6
January-2015,-10.87
February-2015,0.54
March-2015,-12.21
April-2015,8.1
May-2015,-2.8
June-2015,9.48
July-2015,5.89
August-2015,-9.11
September-2015,3.26
October-2015,-2.37
November-2015,17.81
December-2015,-12.22
January-2016,-6.47
February-2016,2.06
March-2016,4.16
April-2016,0.99
May-2016,5.99
June-2016,-0.12
July-2016,-8.66
August-2016,6.62
September-2016,4.15
October-2016,-0.75
November-2016,5.07
December-2016,11.34
January-2017,-0.29
February-2017,-7.51
March-2017,-1.29
April-2017,6.57
May-2017,21.97
June-2017,-10.59
July-2017,4.11
August-2017,9.66
September-2017,-4.76
October-2017,-9.98
November-2017,2.43
December-2017,-5.71
January-2018,-1.5
February-2018,7.59
March-2018,7.46
April-2018,-6.61
May-2018,9.09
June-2018,-16.74
July-2018,-1.09
August-2018,-15.1
September-2018,4.42
October-2018,7.09
November-2018,15.0
December-2018,12.52
January-2019,1.17
February-2019,-4.65
March-2019,-2.17
