Month,Return
February-2014,3.26
March-2014,-14.17
April-2014,-3.1
May-2014,-7.42
June-2014,10.37
July-2014,3.67
August-2014,6.78
September-2014,4.28
October-2014,8.11
November-2014,7.6
December-2014,-54.78
January-2015,8.7
February-2015,7.1
March-2015,-3.41
April-2015,-12.37
May-2015,4.12
June-2015,-51.28
July-2015,9.41
August-2015,1.59
September-2015,5.96
October-2015,-2.1
November-2015,-4.19
December-2015,1.48
January-2016,5.46
February-2016,-6.96
March-2016,12.38
April-2016,-0.58
May-2016,3.22
June-2016,-6.33
July-2016,-8.27
August-2016,-3.46
September-2016,0.13
October-2016,-3.43
November-2016,-2.7
December-2016,3.61
January-2017,-8.05
February-2017,8.93
March-2017,0.84
April-2017,-9.93
May-2017,6.26
June-2017,-4.23
July-2017,8.09
August-2017,-9.49
September-2017,-1.81
October-2017,2.55
November-2017,5.78
December-2017,6.6
January-2018,10.71
February-2018,2.05
March-2018,-3.39
April-2018,5.73
May-2018,2.71
June-2018,6.08
July-2018,4.46
August-2018,5.49
September-2018,-49.45
October-2018,-5.72
November-2018,-2.88
December-2018,-1.0
January-2019,13.6
February-2019,-2.09
March-2019,-2.92
