Month,Return
February-2014,-1.14
March-2014,-12.45
April-2014,5.86
May-2014,-37.39
June-2014,4.35
July-2014,3.98
August-2014,-8.28
September-2014,-0.74
October-2014,-0.61
November-2014,-0.27
December-2014,9.08
January-2015,-4.72
February-2015,4.38
March-2015,-10.92
April-2015,2.17
May-2015,1.21
June-2015,-8.05
July-2015,-12.13
August-2015,3.85
September-2015,3.03
October-2015,0.75
November-2015,-5.45
December-2015,-1.85
January-2016,6.43
February-2016,8.44
March-2016,-7.13
April-2016,-10.03
May-2016,3.96
June-2016,-5.98
July-2016,-23.33
August-2016,-5.95
September-2016,-1.22
October-2016,44.48
November-2016,5.49
December-2016,-6.49
January-2017,-12.41
February-2017,-5.16
March-2017,-0.47
April-2017,-13.73
May-2017,1.82
June-2017,10.87
July-2017,4.56
August-2017,-23.57
September-2017,11.87
October-2017,-3.56
November-2017,5.02
December-2017,1.3
January-2018,-7.56
February-2018,9.22
March-2018,53.51
April-2018,7.94
May-2018,-7.24
June-2018,10.4
July-2018,-5.45
August-2018,5.35
September-2018,1.57
October-2018,9.89
November-2018,3.22
December-2018,-2.62
January-2019,-0.04
February-2019,-5.58
March-2019,-2.66
