Month,Return
February-2014,-2.12
March-2014,-6.63
April-2014,-4.14
May-2014,4.81
June-2014,-7.68
July-2014,-14.06
August-2014,-10.23
September-2014,3.07
October-2014,-4.2
November-2014,-11.01
December-2014,-18.05
January-2015,-5.0
February-2015,1.65
March-2015,-7.25
April-2015,5.75
May-2015,2.41
June-2015,0.29
July-2015,-1.2
August-2015,-2.37
September-2015,0.66
October-2015,1.01
November-2015,0.76
December-2015,0.66
January-2016,-2.3
February-2016,-3.52
March-2016,-0.94
April-2016,-2.0
May-2016,-17.05
June-2016,-2.08
July-2016,-1.46
August-2016,4.59
September-2016,2.26
October-2016,-6.4
November-2016,12.02
December-2016,7.63
January-2017,-14.19
February-2017,-1.19
March-2017,-2.48
April-2017,-2.7
May-2017,-7.06
June-2017,-4.48
July-2017,1.03
August-2017,-5.21
September-2017,5.16
October-2017,1.37
November-2017,-7.85
December-2017,-7.03
January-2018,0.73
February-2018,-0.21
March-2018,-2.3
April-2018,-18.3
May-2018,-6.34
June-2018,8.0
July-2018,-5.61
August-2018,-3.83
September-2018,10.48
October-2018,8.49
November-2018,-21.74
December-2018,4.73
January-2019,-0.8
February-2019,-3.21
March-2019,2.33
