Month,Return
February-2014,-5.58
March-2014,-19.33
April-2014,0.05
May-2014,-13.95
June-2014,-0.0
July-2014,-3.85
August-2014,-5.67
September-2014,7.79
October-2014,-13.25
November-2014,-7.95
December-2014,79.88
January-2015,-2.31
February-2015,4.32
March-2015,8.75
April-2015,-5.06
May-2015,4.21
June-2015,2.93
July-2015,1.79
August-2015,8.07
September-2015,2.82
October-2015,-2.5
November-2015,1.05
December-2015,4.62
January-2016,11.99
February-2016,17.43
March-2016,-24.5
April-2016,-0.02
May-2016,-3.63
June-2016,2.04
July-2016,-9.43
August-2016,1.96
September-2016,2.1
October-2016,-9.79
November-2016,4.33
December-2016,3.66
January-2017,-5.39
February-2017,-2.73
March-2017,-0.25
April-2017,-0.51
May-2017,-17.16
June-2017,11.09
July-2017,-4.08
August-2017,1.42
September-2017,6.95
October-2017,-8.3
November-2017,-2.62
December-2017,-2.01
January-2018,-12.4
February-2018,11.18
March-2018,11.2
April-2018,-2.17
May-2018,-0.4
June-2018,3.54
July-2018,-10.33
August-2018,-12.73
September-2018,10.99
October-2018,-16.43
November-2018,0.03
December-2018,-1.41
January-2019,-1.18
February-2019,4.24
March-2019,-6.12
