Month,Return
February-2014,12.47
March-2014,14.83
April-2014,1.8
May-2014,19.56
June-2014,9.86
July-2014,-11.61
August-2014,1.52
September-2014,-4.55
October-2014,13.54
November-2014,-0.89
December-2014,-8.76
January-2015,13.61
February-2015,3.93
March-2015,-2.71
April-2015,-5.03
May-2015,1.4
June-2015,7.7
July-2015,0.38
August-2015,-10.3
September-2015,-8.63
October-2015,-3.79
November-2015,-2.63
December-2015,-7.16
January-2016,-13.6
February-2016,-2.08
March-2016,12.69
April-2016,3.07
May-2016,17.61
June-2016,1.49
July-2016,4.13
August-2016,-2.83
September-2016,-5.43
October-2016,3.14
November-2016,-6.37
December-2016,-2.4
January-2017,7.07
February-2017,1.77
March-2017,7.3
April-2017,10.8
May-2017,0.67
June-2017,-4.09
July-2017,-29.37
August-2017,-4.71
September-2017,0.46
October-2017,6.96
November-2017,-0.31
December-2017,3.3
January-2018,12.7
February-2018,-6.88
March-2018,-0.55
April-2018,6.76
May-2018,-2.36
June-2018,-7.04
July-2018,2.46
August-2018,5.11
September-2018,-7.48
October-2018,2.5
November-2018,10.11
December-2018,0.62
January-2019,-8.7
February-2019,-1.44
March-2019,3.39
