Month,Return
February-2014,-5.78
March-2014,5.83
April-2014,-1.52
May-2014,51.0
June-2014,4.51
July-2014,-0.6
August-2014,-4.55
September-2014,-1.66
October-2014,-6.16
November-2014,-9.56
December-2014,-7.44
January-2015,-5.77
February-2015,7.86
March-2015,-12.94
April-2015,10.85
May-2015,-6.33
June-2015,-11.59
July-2015,-25.16
August-2015,-24.24
September-2015,-13.69
October-2015,17.51
November-2015,-9.95
December-2015,0.28
January-2016,-20.6
February-2016,-1.19
March-2016,26.89
April-2016,15.41
May-2016,4.39
June-2016,21.7
July-2016,24.89
August-2016,3.31
September-2016,1.18
October-2016,17.67
November-2016,13.48
December-2016,-5.85
January-2017,17.04
February-2017,2.35
March-2017,6.02
April-2017,-11.32
May-2017,-1.89
June-2017,4.21
July-2017,12.29
August-2017,10.19
September-2017,1.88
October-2017,5.72
November-2017,-10.88
December-2017,11.48
January-2018,2.96
February-2018,-2.96
March-2018,-15.53
April-2018,7.26
May-2018,-16.48
June-2018,-5.44
July-2018,-5.73
August-2018,2.23
September-2018,2.0
October-2018,-8.85
November-2018,-7.31
December-2018,3.35
January-2019,-2.4
February-2019,-14.23
March-2019,1.74
