Month,Return
February-2014,2.97
March-2014,1.66
April-2014,-1.69
May-2014,2.11
June-2014,22.57
July-2014,-5.62
August-2014,1.71
September-2014,1.14
October-2014,17.89
November-2014,-7.79
December-2014,-8.81
January-2015,-4.65
February-2015,-2.53
March-2015,-5.96
April-2015,-7.37
May-2015,8.25
June-2015,0.55
July-2015,-9.34
August-2015,-16.65
September-2015,1.97
October-2015,2.18
November-2015,18.32
December-2015,2.78
January-2016,-2.21
February-2016,-17.04
March-2016,17.01
April-2016,1.11
May-2016,2.93
June-2016,3.87
July-2016,-0.78
August-2016,0.5
September-2016,-2.62
October-2016,15.51
November-2016,-1.68
December-2016,3.1
January-2017,6.68
February-2017,10.68
March-2017,-27.2
April-2017,12.56
May-2017,-1.91
June-2017,-13.15
July-2017,4.35
August-2017,0.42
September-2017,10.79
October-2017,10.94
November-2017,0.81
December-2017,6.08
January-2018,-3.8
February-2018,-4.44
March-2018,-28.1
April-2018,-1.1
May-2018,7.77
June-2018,-2.88
July-2018,10.16
August-2018,-0.71
September-2018,1.75
October-2018,-1.22
November-2018,-8.1
December-2018,4.89
January-2019,-7.98
February-2019,3.08
March-2019,2.02
