Month,Return
February-2014,-9.32
March-2014,-8.36
April-2014,2.93
May-2014,-21.98
June-2014,-13.48
July-2014,3.29
August-2014,-6.42
September-2014,-12.32
October-2014,3.54
November-2014,5.89
December-2014,-3.03
January-2015,-12.93
February-2015,2.33
March-2015,6.78
April-2015,2.35
May-2015,1.38
June-2015,3.01
July-2015,11.55
August-2015,-4.29
September-2015,5.8
October-2015,-9.6
November-2015,-9.55
December-2015,9.24
January-2016,-4.96
February-2016,13.07
March-2016,-7.1
April-2016,-4.9
May-2016,-1.07
June-2016,-12.67
July-2016,-3.55
August-2016,0.21
September-2016,5.38
October-2016,3.49
November-2016,15.66
December-2016,-1.15
January-2017,-11.37
February-2017,-20.36
March-2017,-5.65
April-2017,-2.16
May-2017,-0.73
June-2017,-10.3
July-2017,-3.74
August-2017,-13.51
September-2017,5.5
October-2017,-8.86
November-2017,-29.13
December-2017,-4.51
January-2018,-1.52
February-2018,6.11
March-2018,-15.35
April-2018,-4.23
May-2018,8.12
June-2018,2.5
July-2018,-3.6
August-2018,2.17
September-2018,9.57
October-2018,-4.79
November-2018,-9.67
December-2018,-0.46
January-2019,-7.04
February-2019,-3.17
March-2019,-2.6
