Month,Return
February-2014,5.08
March-2014,7.91
April-2014,-6.33
May-2014,-2.5
June-2014,5.97
July-2014,2.09
August-2014,17.16
September-2014,-0.08
October-2014,-1.77
November-2014,-1.6
December-2014,1.87
January-2015,9.43
February-2015,6.54
March-2015,-7.98
April-2015,1.6
May-2015,-0.7
June-2015,17.21
July-2015,11.35
August-2015,-2.59
September-2015,-8.93
October-2015,3.95
November-2015,-2.69
December-2015,7.23
January-2016,-7.17
February-2016,-2.88
March-2016,16.01
April-2016,-4.11
May-2016,12.4
June-2016,7.79
July-2016,-0.69
August-2016,-4.45
September-2016,4.19
October-2016,1.23
November-2016,-9.46
December-2016,4.12
January-2017,4.57
February-2017,4.41
March-2017,1.17
April-2017,4.36
May-2017,3.92
June-2017,-46.7
July-2017,7.21
August-2017,-10.29
September-2017,-1.35
October-2017,2.04
November-2017,2.89
December-2017,3.93
January-2018,5.4
February-2018,1.44
March-2018,2.27
April-2018,2.21
May-2018,2.24
June-2018,7.27
July-2018,7.65
August-2018,9.75
September-2018,-46.91
October-2018,-5.71
November-2018,3.59
December-2018,8.42
January-2019,-12.86
February-2019,-5.15
March-2019,5.23
