Month,Return
February-2014,-9.32
March-2014,-0.74
April-2014,-9.33
May-2014,-14.77
June-2014,6.71
July-2014,-4.88
August-2014,-16.86
September-2014,3.17
October-2014,4.32
November-2014,-1.56
December-2014,6.74
January-2015,-2.31
February-2015,-2.26
March-2015,8.08
April-2015,3.54
May-2015,-10.05
June-2015,-1.67
July-2015,-6.28
August-2015,10.18
September-2015,-3.09
October-2015,6.2
November-2015,-15.62
December-2015,7.0
January-2016,3.06
February-2016,0.48
March-2016,1.4
April-2016,-10.09
May-2016,0.53
June-2016,-7.87
July-2016,-2.66
August-2016,1.97
September-2016,2.23
October-2016,6.25
November-2016,10.02
December-2016,0.13
January-2017,-4.64
February-2017,-5.45
March-2017,1.7
April-2017,-3.88
May-2017,-6.13
June-2017,4.85
July-2017,-4.03
August-2017,4.08
September-2017,6.77
October-2017,-7.28
November-2017,-4.87
December-2017,46.75
January-2018,-1.65
February-2018,4.55
March-2018,-1.57
April-2018,-17.89
May-2018,-5.83
June-2018,2.89
July-2018,-4.14
August-2018,-3.36
September-2018,10.83
October-2018,11.31
November-2018,-3.52
December-2018,-1.71
January-2019,15.29
February-2019,5.03
March-2019,-3.62
