Month,Return
February-2014,3.78
March-2014,-9.99
April-2014,6.09
May-2014,-6.01
June-2014,-3.09
July-2014,-10.65
August-2014,-8.13
September-2014,-0.62
October-2014,1.01
November-2014,-6.53
December-2014,3.45
January-2015,-22.82
February-2015,2.47
March-2015,4.06
April-2015,2.68
May-2015,-1.21
June-2015,-6.59
July-2015,-0.5
August-2015,6.47
September-2015,5.59
October-2015,1.41
November-2015,-0.95
December-2015,-6.54
January-2016,5.27
February-2016,-1.58
March-2016,-4.78
April-2016,0.33
May-2016,1.93
June-2016,-5.73
July-2016,-2.55
August-2016,0.53
September-2016,5.33
October-2016,3.17
November-2016,-0.48
December-2016,2.13
January-2017,-3.49
February-2017,-1.14
March-2017,-5.19
April-2017,-2.74
May-2017,-14.13
June-2017,-1.39
July-2017,-6.63
August-2017,-5.55
September-2017,3.47
October-2017,-5.25
November-2017,-2.98
December-2017,-7.41
January-2018,-0.11
February-2018,3.89
March-2018,-1.49
April-2018,-12.96
May-2018,-6.93
June-2018,-1.75
July-2018,-5.47
August-2018,-2.83
September-2018,9.71
October-2018,-0.63
November-2018,-8.39
December-2018,-3.68
January-2019,3.07
February-2019,1.75
March-2019,1.75
