Month,Return
February-2014,-5.78
March-2014,-9.8
April-2014,-4.75
May-2014,-3.04
June-2014,-9.68
July-2014,-0.84
August-2014,-11.32
September-2014,-7.56
October-2014,5.53
November-2014,-7.8
December-2014,-14.01
January-2015,-9.98
February-2015,2.44
March-2015,1.25
April-2015,-2.77
May-2015,-6.66
June-2015,-0.2
July-2015,-20.95
August-2015,1.54
September-2015,4.75
October-2015,-13.01
November-2015,0.98
December-2015,-2.57
January-2016,5.94
February-2016,13.83
March-2016,-5.79
April-2016,-9.51
May-2016,2.25
June-2016,-27.15
July-2016,-17.28
August-2016,-9.07
September-2016,-3.62
October-2016,-10.87
November-2016,12.42
December-2016,3.04
January-2017,-11.96
February-2017,-22.33
March-2017,-3.12
April-2017,-11.76
May-2017,8.26
June-2017,1.8
July-2017,-21.47
August-2017,-10.08
September-2017,6.49
October-2017,2.38
November-2017,-3.97
December-2017,-0.28
January-2018,8.16
February-2018,-5.11
March-2018,-2.41
April-2018,-5.87
May-2018,-10.32
June-2018,3.8
July-2018,-20.06
August-2018,3.31
September-2018,11.34
October-2018,9.79
November-2018,-11.19
December-2018,-7.89
January-2019,5.99
February-2019,-6.13
March-2019,-2.45
