Month,Return
February-2014,-2.86
March-2014,-14.11
April-2014,-4.71
May-2014,-7.82
June-2014,0.98
July-2014,-10.22
August-2014,-11.94
September-2014,-9.81
October-2014,-3.23
November-2014,-10.2
December-2014,-12.89
January-2015,-16.16
February-2015,-7.88
March-2015,6.11
April-2015,2.12
May-2015,-5.22
June-2015,-29.34
July-2015,-0.73
August-2015,8.6
September-2015,-1.47
October-2015,-2.29
November-2015,-5.61
December-2015,-9.19
January-2016,1.74
February-2016,-0.32
March-2016,-16.9
April-2016,1.4
May-2016,-10.88
June-2016,-5.46
July-2016,-29.64
August-2016,-6.4
September-2016,90.41
October-2016,-2.27
November-2016,14.92
December-2016,8.72
January-2017,-23.47
February-2017,-6.86
March-2017,-6.03
April-2017,-8.67
May-2017,-3.85
June-2017,-3.72
July-2017,-23.86
August-2017,-4.79
September-2017,-2.88
October-2017,1.92
November-2017,3.91
December-2017,-1.59
January-2018,4.51
February-2018,2.11
March-2018,-7.77
April-2018,-7.7
May-2018,-10.6
June-2018,-8.96
July-2018,-17.48
August-2018,-5.95
September-2018,24.19
October-2018,-9.56
November-2018,-6.47
December-2018,-4.46
January-2019,2.68
February-2019,-3.0
March-2019,-4.5
