Month,Return
February-2014,-1.28
March-2014,-8.0
April-2014,-1.56
May-2014,2.33
June-2014,-13.01
July-2014,-7.74
August-2014,-0.61
September-2014,1.98
October-2014,-5.07
November-2014,-4.9
December-2014,2.16
January-2015,-11.51
February-2015,-5.57
March-2015,1.86
April-2015,10.82
May-2015,-5.65
June-2015,-4.93
July-2015,-3.29
August-2015,11.22
September-2015,-2.05
October-2015,-3.62
November-2015,3.18
December-2015,-3.73
January-2016,6.74
February-2016,9.85
March-2016,-4.14
April-2016,1.52
May-2016,-13.79
June-2016,-1.11
July-2016,-9.71
August-2016,-2.31
September-2016,0.93
October-2016,0.88
November-2016,8.41
December-2016,0.18
January-2017,-8.23
February-2017,-0.18
March-2017,-9.76
April-2017,-2.31
May-2017,-2.15
June-2017,-2.94
July-2017,-10.51
August-2017,0.6
September-2017,1.96
October-2017,1.92
November-2017,1.73
December-2017,-1.94
January-2018,-14.34
February-2018,7.21
March-2018,-0.53
April-2018,-3.3
May-2018,2.98
June-2018,-4.31
July-2018,-4.58
August-2018,3.17
September-2018,9.11
October-2018,-0.8
November-2018,-12.1
December-2018,0.69
January-2019,2.35
February-2019,4.26
March-2019,-2.29
