Month,Return
February-2014,-4.0
March-2014,-13.88
April-2014,-3.25
May-2014,-8.0
June-2014,-2.03
July-2014,-7.74
August-2014,-8.64
September-2014,2.18
October-2014,-10.42
November-2014,-7.43
December-2014,-5.07
January-2015,-4.57
February-2015,-5.8
March-2015,6.03
April-2015,-1.58
May-2015,-4.97
June-2015,0.89
July-2015,49.87
August-2015,6.43
September-2015,0.32
October-2015,-6.13
November-2015,-0.52
December-2015,-3.81
January-2016,5.03
February-2016,7.64
March-2016,-8.05
April-2016,-5.08
May-2016,-4.35
June-2016,-2.2
July-2016,0.16
August-2016,-5.89
September-2016,3.46
October-2016,-5.35
November-2016,7.83
December-2016,4.91
January-2017,-7.44
February-2017,-3.68
March-2017,-8.88
April-2017,-3.38
May-2017,-6.98
June-2017,0.94
July-2017,-6.73
August-2017,4.3
September-2017,-2.66
October-2017,-2.26
November-2017,2.38
December-2017,-0.89
January-2018,-9.97
February-2018,1.89
March-2018,3.69
April-2018,-15.43
May-2018,-10.46
June-2018,-0.36
July-2018,2.42
August-2018,1.83
September-2018,11.04
October-2018,2.23
November-2018,-10.23
December-2018,-1.82
January-2019,0.12
February-2019,3.26
March-2019,-2.1
