Month,Return
February-2014,-2.1
March-2014,-6.98
April-2014,7.93
May-2014,-2.07
June-2014,-18.43
July-2014,10.16
August-2014,-8.74
September-2014,-3.95
October-2014,-11.07
November-2014,-1.17
December-2014,7.62
January-2015,2.01
February-2015,9.52
March-2015,6.68
April-2015,3.37
May-2015,-18.75
June-2015,-9.53
July-2015,0.65
August-2015,10.49
September-2015,-2.43
October-2015,-10.38
November-2015,2.67
December-2015,-2.09
January-2016,7.56
February-2016,6.04
March-2016,-9.35
April-2016,-3.26
May-2016,-5.41
June-2016,-2.57
July-2016,-0.59
August-2016,-10.32
September-2016,4.99
October-2016,-0.05
November-2016,5.28
December-2016,1.86
January-2017,-7.74
February-2017,2.8
March-2017,-1.79
April-2017,-2.17
May-2017,0.85
June-2017,1.88
July-2017,-0.61
August-2017,-0.03
September-2017,-10.67
October-2017,-4.89
November-2017,-1.59
December-2017,-0.35
January-2018,-0.47
February-2018,9.58
March-2018,8.94
April-2018,-7.24
May-2018,6.64
June-2018,-2.14
July-2018,3.93
August-2018,-1.69
September-2018,2.16
October-2018,3.56
November-2018,-5.61
December-2018,0.67
January-2019,6.08
February-2019,-13.44
March-2019,-2.05
