Month,Return
February-2014,-1.64
March-2014,6.36
April-2014,-2.87
May-2014,2.06
June-2014,-12.84
July-2014,-6.52
August-2014,2.04
September-2014,-8.46
October-2014,4.88
November-2014,-1.48
December-2014,3.34
January-2015,2.88
February-2015,-7.83
March-2015,4.79
April-2015,3.16
May-2015,-5.84
June-2015,2.24
July-2015,1.65
August-2015,-2.2
September-2015,-0.88
October-2015,3.49
November-2015,5.29
December-2015,-3.13
January-2016,1.97
February-2016,8.75
March-2016,-15.31
April-2016,-0.56
May-2016,-1.78
June-2016,0.94
July-2016,-2.66
August-2016,4.05
September-2016,3.4
October-2016,1.34
November-2016,4.92
December-2016,-3.74
January-2017,5.59
February-2017,-10.61
March-2017,1.44
April-2017,6.54
May-2017,-11.98
June-2017,7.07
July-2017,-5.49
August-2017,-0.11
September-2017,2.39
October-2017,-7.36
November-2017,-0.69
December-2017,-2.51
January-2018,-15.23
February-2018,2.36
March-2018,6.22
April-2018,-23.94
May-2018,50.59
June-2018,-5.87
July-2018,-5.09
August-2018,-7.05
September-2018,-5.12
October-2018,11.3
November-2018,-1.7
December-2018,3.91
January-2019,-6.39
February-2019,1.51
March-2019,-1.92
