Month,Close Price
January-2014,146.55
February-2014,167.25
March-2014,187.5
April-2014,188.3
May-2014,225.85
June-2014,243.5
July-2014,260.7
August-2014,282.85
September-2014,277.95
October-2014,284.55
November-2014,290.3
December-2014,318.45
January-2015,340.5
February-2015,330.5
March-2015,308.05
April-2015,317.6
May-2015,323.65
June-2015,307.9
July-2015,324.05
August-2015,354.5
September-2015,299.35
October-2015,295.55
November-2015,268.2
December-2015,260.6
January-2016,212.7
February-2016,196.1
March-2016,247.7
April-2016,238.25
May-2016,192.6
June-2016,206.7
July-2016,231.95
August-2016,262.7
September-2016,256.75
October-2016,305.25
November-2016,277.75
December-2016,268.1
January-2017,293.4
February-2017,301.75
March-2017,339.8
April-2017,326.9
May-2017,338.95
June-2017,362.45
July-2017,396.35
August-2017,392.45
September-2017,376.2
October-2017,430.3
November-2017,398.85
December-2017,404.65
January-2018,428.45
February-2018,408.25
March-2018,354.65
April-2018,406.45
May-2018,392.2
June-2018,372.0
July-2018,400.1
August-2018,383.35
September-2018,328.45
October-2018,319.1
November-2018,365.9
December-2018,387.35
January-2019,339.85
February-2019,325.35
March-2019,342.7
