Month,Close Price
January-2014,1464.7
February-2014,1576.0
March-2014,1390.5
April-2014,1403.65
May-2014,1417.35
June-2014,1496.55
July-2014,1554.9
August-2014,1630.35
September-2014,1715.35
October-2014,1605.25
November-2014,1662.15
December-2014,1595.95
January-2015,1794.1
February-2015,2020.5
March-2015,979.65
April-2015,879.5
May-2015,1011.8
June-2015,921.05
July-2015,996.6
August-2015,971.6
September-2015,982.15
October-2015,869.55
November-2015,871.85
December-2015,855.45
January-2016,866.0
February-2016,812.4
March-2016,814.15
April-2016,750.45
May-2016,739.9
June-2016,730.55
July-2016,752.5
August-2016,779.2
September-2016,799.75
October-2016,768.0
November-2016,802.8
December-2016,827.4
January-2017,808.85
February-2017,840.1
March-2017,873.05
April-2017,812.3
May-2017,865.3
June-2017,850.6
July-2017,888.8
August-2017,861.95
September-2017,874.5
October-2017,855.55
November-2017,847.95
December-2017,890.65
January-2018,985.65
February-2018,940.3
March-2018,969.5
April-2018,1051.4
May-2018,910.6
June-2018,926.9
July-2018,964.8
August-2018,1046.45
September-2018,1088.1
October-2018,1050.8
November-2018,1014.4
December-2018,962.55
January-2019,1005.2
February-2019,1053.2
March-2019,1008.45
