Month,Close Price
January-2014,358.95
February-2014,369.6
March-2014,375.75
April-2014,369.4
May-2014,377.2
June-2014,462.35
July-2014,436.35
August-2014,443.8
September-2014,448.85
October-2014,529.15
November-2014,487.95
December-2014,444.95
January-2015,424.25
February-2015,413.5
March-2015,388.85
April-2015,360.2
May-2015,389.9
June-2015,392.05
July-2015,355.45
August-2015,296.25
September-2015,302.1
October-2015,308.7
November-2015,365.25
December-2015,375.4
January-2016,367.1
February-2016,304.55
March-2016,356.35
April-2016,360.3
May-2016,370.85
June-2016,385.2
July-2016,382.2
August-2016,384.1
September-2016,374.05
October-2016,432.05
November-2016,424.8
December-2016,437.95
January-2017,467.2
February-2017,517.1
March-2017,376.45
April-2017,423.75
May-2017,415.65
June-2017,361.0
July-2017,376.7
August-2017,378.3
September-2017,419.1
October-2017,464.95
November-2017,468.7
December-2017,497.2
January-2018,478.3
February-2018,457.05
March-2018,328.6
April-2018,325.0
May-2018,350.25
June-2018,340.15
July-2018,374.7
August-2018,372.05
September-2018,378.55
October-2018,373.95
November-2018,343.65
December-2018,360.45
January-2019,331.7
February-2019,341.9
March-2019,348.8
