Month,Close Price
January-2014,751.1
February-2014,789.25
March-2014,851.7
April-2014,797.8
May-2014,777.85
June-2014,824.3
July-2014,841.55
August-2014,985.95
September-2014,985.15
October-2014,967.75
November-2014,952.3
December-2014,970.1
January-2015,1061.6
February-2015,1131.0
March-2015,1040.8
April-2015,1057.5
May-2015,1050.05
June-2015,1230.8
July-2015,1370.45
August-2015,1335.0
September-2015,1215.85
October-2015,1263.9
November-2015,1229.85
December-2015,1318.75
January-2016,1224.25
February-2016,1189.0
March-2016,1379.35
April-2016,1322.6
May-2016,1486.6
June-2016,1602.4
July-2016,1591.35
August-2016,1520.55
September-2016,1584.2
October-2016,1603.65
November-2016,1451.95
December-2016,1511.8
January-2017,1580.9
February-2017,1650.65
March-2017,1670.0
April-2017,1742.75
May-2017,1811.05
June-2017,965.2
July-2017,1034.75
August-2017,928.25
September-2017,915.7
October-2017,934.4
November-2017,961.45
December-2017,999.25
January-2018,1053.2
February-2018,1068.4
March-2018,1092.6
April-2018,1116.8
May-2018,1141.85
June-2018,1224.9
July-2018,1318.65
August-2018,1447.2
September-2018,768.3
October-2018,724.45
November-2018,750.45
December-2018,813.65
January-2019,709.0
February-2019,672.5
March-2019,707.65
