Month,Close Price
January-2014,2236.2
February-2014,2272.8
March-2014,2128.25
April-2014,2189.4
May-2014,2144.2
June-2014,2419.45
July-2014,2577.3
August-2014,2524.6
September-2014,2738.2
October-2014,2604.55
November-2014,2643.1
December-2014,2554.7
January-2015,2481.0
February-2015,2675.3
March-2015,2547.05
April-2015,2466.65
May-2015,2610.6
June-2015,2552.2
July-2015,2510.0
August-2015,2565.25
September-2015,2587.7
October-2015,2497.3
November-2015,2365.25
December-2015,2439.2
January-2016,2391.2
February-2016,2181.9
March-2016,2516.05
April-2016,2530.05
May-2016,2575.1
June-2016,2550.8
July-2016,2618.55
August-2016,2512.55
September-2016,2427.2
October-2016,2394.6
November-2016,2276.75
December-2016,2361.95
January-2017,2229.9
February-2017,2466.5
March-2017,2431.1
April-2017,2272.1
May-2017,2544.35
June-2017,2364.35
July-2017,2494.05
August-2017,2496.75
September-2017,2437.0
October-2017,2616.3
November-2017,2634.25
December-2017,2700.4
January-2018,3111.75
February-2018,3038.25
March-2018,2849.3
April-2018,3531.4
May-2018,1744.8
June-2018,1847.2
July-2018,1941.25
August-2018,2078.2
September-2018,2184.5
October-2018,1937.6
November-2018,1970.6
December-2018,1893.55
January-2019,2014.6
February-2019,1984.25
March-2019,2022.3
