Month,Close Price
January-2014,280.45
February-2014,286.4
March-2014,305.4
April-2014,318.05
May-2014,302.75
June-2014,326.0
July-2014,371.85
August-2014,409.9
September-2014,397.3
October-2014,414.0
November-2014,459.6
December-2014,542.55
January-2015,569.7
February-2015,560.3
March-2015,600.9
April-2015,566.35
May-2015,552.7
June-2015,551.1
July-2015,557.7
August-2015,570.9
September-2015,567.15
October-2015,561.45
November-2015,557.2
December-2015,553.5
January-2016,566.25
February-2016,586.2
March-2016,591.7
April-2016,603.55
May-2016,706.45
June-2016,721.15
July-2016,731.7
August-2016,698.15
September-2016,682.4
October-2016,726.1
November-2016,638.85
December-2016,590.1
January-2017,673.85
February-2017,681.9
March-2017,698.8
April-2017,717.65
May-2017,768.3
June-2017,802.75
July-2017,794.5
August-2017,835.9
September-2017,792.75
October-2017,781.9
November-2017,843.3
December-2017,902.55
January-2018,896.0
February-2018,897.85
March-2018,918.5
April-2018,1086.55
May-2018,1155.45
June-2018,1063.0
July-2018,1122.6
August-2018,1165.55
September-2018,1043.4
October-2018,954.85
November-2018,1162.45
December-2018,1107.45
January-2019,1116.35
February-2019,1152.2
March-2019,1125.4
