Month,Close Price
January-2014,628.9
February-2014,667.5
March-2014,748.85
April-2014,718.25
May-2014,794.1
June-2014,821.35
July-2014,833.65
August-2014,842.95
September-2014,871.5
October-2014,912.2
November-2014,957.4
December-2014,952.0
January-2015,1076.0
February-2015,1067.85
March-2015,1022.85
April-2015,989.2
May-2015,1051.1
June-2015,1067.45
July-2015,1111.2
August-2015,1028.15
September-2015,1068.9
October-2015,1097.05
November-2015,1075.95
December-2015,1082.75
January-2016,1048.95
February-2016,972.55
March-2016,1071.2
April-2016,1133.45
May-2016,1181.35
June-2016,1175.9
July-2016,1246.55
August-2016,1290.75
September-2016,1271.7
October-2016,1253.7
November-2016,1199.6
December-2016,1204.2
January-2017,1286.95
February-2017,1389.2
March-2017,1442.3
April-2017,1542.15
May-2017,1633.35
June-2017,1652.25
July-2017,1783.35
August-2017,1775.0
September-2017,1803.05
October-2017,1808.8
November-2017,1852.05
December-2017,1873.55
January-2018,2006.35
February-2018,1883.8
March-2018,1891.45
April-2018,1944.6
May-2018,2136.15
June-2018,2108.05
July-2018,2181.05
August-2018,2062.25
September-2018,2005.65
October-2018,1911.85
November-2018,2117.15
December-2018,2122.45
January-2019,2081.15
February-2019,2082.15
March-2019,2127.6
