Month,Close Price
January-2014,188.5
February-2014,177.6
March-2014,187.95
April-2014,185.1
May-2014,279.5
June-2014,292.1
July-2014,290.35
August-2014,277.15
September-2014,272.55
October-2014,255.75
November-2014,231.3
December-2014,214.1
January-2015,201.75
February-2015,217.6
March-2015,189.45
April-2015,210.0
May-2015,196.7
June-2015,173.9
July-2015,130.15
August-2015,98.6
September-2015,85.1
October-2015,100.0
November-2015,90.05
December-2015,90.3
January-2016,71.7
February-2016,70.85
March-2016,89.9
April-2016,103.75
May-2016,108.3
June-2016,131.8
July-2016,164.6
August-2016,170.05
September-2016,172.05
October-2016,202.45
November-2016,229.75
December-2016,216.3
January-2017,253.15
February-2017,259.1
March-2017,274.7
April-2017,243.6
May-2017,239.0
June-2017,249.05
July-2017,279.65
August-2017,308.15
September-2017,313.95
October-2017,331.9
November-2017,295.8
December-2017,329.75
January-2018,339.5
February-2018,329.45
March-2018,278.3
April-2018,298.5
May-2018,249.3
June-2018,235.75
July-2018,222.25
August-2018,227.2
September-2018,231.75
October-2018,211.25
November-2018,195.8
December-2018,202.35
January-2019,197.5
February-2019,169.4
March-2019,172.35
