Month,Close Price
January-2014,315.15
February-2014,287.5
March-2014,318.9
April-2014,327.65
May-2014,344.0
June-2014,336.9
July-2014,372.6
August-2014,369.7
September-2014,404.25
October-2014,398.3
November-2014,381.95
December-2014,352.85
January-2015,372.75
February-2015,357.2
March-2015,393.9
April-2015,381.65
May-2015,425.3
June-2015,419.9
July-2015,418.6
August-2015,354.5
September-2015,338.0
October-2015,348.75
November-2015,334.5
December-2015,339.9
January-2016,289.7
February-2016,316.75
March-2016,350.9
April-2016,363.8
May-2016,351.65
June-2016,366.15
July-2016,362.05
August-2016,331.85
September-2016,314.05
October-2016,318.5
November-2016,324.5
December-2016,305.35
January-2017,347.9
February-2017,365.15
March-2017,349.95
April-2017,354.6
May-2017,371.8
June-2017,379.15
July-2017,417.8
August-2017,427.85
September-2017,388.65
October-2017,497.65
November-2017,496.85
December-2017,529.4
January-2018,439.65
February-2018,427.35
March-2018,398.9
April-2018,409.55
May-2018,373.8
June-2018,381.0
July-2018,390.7
August-2018,383.35
September-2018,338.25
October-2018,292.15
November-2018,313.55
December-2018,312.9
January-2019,307.15
February-2019,317.95
March-2019,308.75
