Month,Close Price
January-2014,830.85
February-2014,799.25
March-2014,929.5
April-2014,935.3
May-2014,1065.15
June-2014,1014.7
July-2014,1006.0
August-2014,999.25
September-2014,945.35
October-2014,999.2
November-2014,990.85
December-2014,891.15
January-2015,915.35
February-2015,866.25
March-2015,824.7
April-2015,862.85
May-2015,877.15
June-2015,1000.45
July-2015,1001.65
August-2015,856.8
September-2015,860.5
October-2015,947.85
November-2015,968.0
December-2015,1012.6
January-2016,1035.05
February-2016,966.55
March-2016,1045.25
April-2016,982.55
May-2016,958.95
June-2016,969.45
July-2016,1015.5
August-2016,1058.0
September-2016,1082.1
October-2016,1051.2
November-2016,992.75
December-2016,1080.1
January-2017,1043.4
February-2017,1238.25
March-2017,1319.2
April-2017,1394.8
May-2017,1340.6
June-2017,1380.25
July-2017,1613.85
August-2017,1593.5
September-2017,782.15
October-2017,940.8
November-2017,922.6
December-2017,921.05
January-2018,961.15
February-2018,952.45
March-2018,882.8
April-2018,963.1
May-2018,921.3
June-2018,972.95
July-2018,1185.85
August-2018,1240.95
September-2018,1258.2
October-2018,1061.4
November-2018,1168.2
December-2018,1121.05
January-2019,1227.1
February-2019,1231.55
March-2019,1266.6
