Month,Close Price
January-2014,221.55
February-2014,242.2
March-2014,262.45
April-2014,254.75
May-2014,310.75
June-2014,352.65
July-2014,341.05
August-2014,362.95
September-2014,407.65
October-2014,393.2
November-2014,370.05
December-2014,381.25
January-2015,430.55
February-2015,420.5
March-2015,392.0
April-2015,382.8
May-2015,377.5
June-2015,366.15
July-2015,323.85
August-2015,337.75
September-2015,318.15
October-2015,348.7
November-2015,382.0
December-2015,346.7
January-2016,363.9
February-2016,316.35
March-2016,338.8
April-2016,355.4
May-2016,359.2
June-2016,404.7
July-2016,419.05
August-2016,418.15
September-2016,395.65
October-2016,381.85
November-2016,322.05
December-2016,325.75
January-2017,362.8
February-2017,436.65
March-2017,461.3
April-2017,471.25
May-2017,474.7
June-2017,523.6
July-2017,543.2
August-2017,616.6
September-2017,582.7
October-2017,634.3
November-2017,819.05
December-2017,856.0
January-2018,869.05
February-2018,815.95
March-2018,941.2
April-2018,981.05
May-2018,901.35
June-2018,878.85
July-2018,910.45
August-2018,890.7
September-2018,805.5
October-2018,844.05
November-2018,925.7
December-2018,929.95
January-2019,995.4
February-2019,1026.95
March-2019,1053.65
