Month,Close Price
January-2014,808.0
February-2014,818.35
March-2014,883.8
April-2014,897.55
May-2014,876.6
June-2014,990.65
July-2014,1067.35
August-2014,1073.9
September-2014,1052.6
October-2014,1105.95
November-2014,1160.1
December-2014,1135.0
January-2015,1265.65
February-2015,1336.15
March-2015,1311.25
April-2015,1169.4
May-2015,1235.5
June-2015,1296.45
July-2015,1339.1
August-2015,1188.85
September-2015,1213.25
October-2015,1257.2
November-2015,1217.2
December-2015,1262.65
January-2016,1177.6
February-2016,1061.55
March-2016,1105.55
April-2016,1088.8
May-2016,1238.9
June-2016,1252.7
July-2016,1374.35
August-2016,1406.15
September-2016,1393.05
October-2016,1380.85
November-2016,1264.7
December-2016,1262.45
January-2017,1366.35
February-2017,1368.8
March-2017,1502.4
April-2017,1537.05
May-2017,1570.15
June-2017,1616.35
July-2017,1786.15
August-2017,1775.45
September-2017,1740.7
October-2017,1707.35
November-2017,1677.85
December-2017,1710.4
January-2018,1955.7
February-2018,1814.75
March-2018,1824.4
April-2018,1884.65
May-2018,1828.5
June-2018,1907.35
July-2018,1994.75
August-2018,1931.5
September-2018,1755.5
October-2018,1769.55
November-2018,1983.7
December-2018,1970.0
January-2019,1923.7
February-2019,1841.75
March-2019,1883.9
