Month,Close Price
January-2014,3699.45
February-2014,3820.2
March-2014,3278.85
April-2014,3177.2
May-2014,2941.5
June-2014,3246.45
July-2014,3365.7
August-2014,3594.0
September-2014,3747.65
October-2014,4051.45
November-2014,4359.25
December-2014,1971.2
January-2015,2142.75
February-2015,2294.85
March-2015,2216.6
April-2015,1942.4
May-2015,2022.4
June-2015,985.35
July-2015,1078.05
August-2015,1095.2
September-2015,1160.45
October-2015,1136.05
November-2015,1088.45
December-2015,1104.55
January-2016,1164.85
February-2016,1083.75
March-2016,1217.95
April-2016,1210.85
May-2016,1249.85
June-2016,1170.75
July-2016,1073.95
August-2016,1036.8
September-2016,1038.1
October-2016,1002.5
November-2016,975.45
December-2016,1010.7
January-2017,929.3
February-2017,1012.3
March-2017,1020.8
April-2017,919.4
May-2017,976.95
June-2017,935.65
July-2017,1011.3
August-2017,915.3
September-2017,898.75
October-2017,921.65
November-2017,974.95
December-2017,1039.3
January-2018,1150.65
February-2018,1174.25
March-2018,1134.4
April-2018,1199.4
May-2018,1231.9
June-2018,1306.75
July-2018,1365.0
August-2018,1440.0
September-2018,727.85
October-2018,686.25
November-2018,666.5
December-2018,659.85
January-2019,749.6
February-2019,733.95
March-2019,712.55
