Month,Close Price
January-2014,988.5
February-2014,1043.7
March-2014,1245.45
April-2014,1244.8
May-2014,1418.4
June-2014,1418.45
July-2014,1473.0
August-2014,1556.55
September-2014,1435.25
October-2014,1625.45
November-2014,1754.6
December-2014,353.0
January-2015,361.15
February-2015,345.55
March-2015,315.3
April-2015,331.25
May-2015,317.3
June-2015,308.0
July-2015,302.5
August-2015,278.1
September-2015,270.25
October-2015,277.0
November-2015,274.1
December-2015,261.45
January-2016,230.1
February-2016,190.0
March-2016,236.55
April-2016,236.6
May-2016,245.2
June-2016,240.2
July-2016,262.85
August-2016,257.7
September-2016,252.3
October-2016,277.0
November-2016,265.0
December-2016,255.3
January-2017,269.05
February-2017,276.4
March-2017,277.1
April-2017,278.5
May-2017,326.3
June-2017,290.1
July-2017,301.95
August-2017,297.65
September-2017,276.95
October-2017,299.95
November-2017,307.8
December-2017,314.0
January-2018,352.95
February-2018,313.5
March-2018,278.4
April-2018,284.45
May-2018,285.6
June-2018,275.5
July-2018,303.95
August-2018,342.65
September-2018,305.0
October-2018,355.1
November-2018,355.0
December-2018,360.0
January-2019,364.25
February-2019,348.8
March-2019,370.15
