Month,Close Price
January-2014,574.95
February-2014,596.75
March-2014,542.6
April-2014,522.0
May-2014,505.0
June-2014,544.95
July-2014,543.65
August-2014,565.4
September-2014,596.35
October-2014,563.45
November-2014,585.5
December-2014,553.8
January-2015,606.3
February-2015,659.25
March-2015,627.8
April-2015,538.55
May-2015,561.6
June-2015,544.15
July-2015,569.15
August-2015,571.45
September-2015,597.15
October-2015,573.3
November-2015,572.7
December-2015,559.8
January-2016,561.2
February-2016,519.9
March-2016,563.35
April-2016,553.7
May-2016,546.2
June-2016,558.35
July-2016,545.3
August-2016,490.5
September-2016,477.65
October-2016,465.0
November-2016,465.1
December-2016,474.0
January-2017,457.1
February-2017,488.5
March-2017,515.35
April-2017,494.1
May-2017,537.15
June-2017,258.75
July-2017,289.0
August-2017,299.05
September-2017,280.95
October-2017,294.0
November-2017,291.8
December-2017,313.4
January-2018,304.65
February-2018,292.8
March-2018,281.45
April-2018,278.75
May-2018,261.9
June-2018,261.4
July-2018,276.8
August-2018,301.65
September-2018,324.2
October-2018,331.5
November-2018,324.85
December-2018,330.25
January-2019,369.3
February-2019,370.0
March-2019,256.5
