Month,Close Price
January-2014,363.6
February-2014,377.65
March-2014,460.3
April-2014,454.0
May-2014,521.55
June-2014,599.35
July-2014,580.75
August-2014,694.35
September-2014,653.5
October-2014,724.2
November-2014,745.85
December-2014,645.85
January-2015,746.25
February-2015,745.45
March-2015,809.95
April-2015,765.75
May-2015,849.6
June-2015,877.2
July-2015,925.4
August-2015,883.55
September-2015,849.65
October-2015,870.85
November-2015,904.3
December-2015,893.35
January-2016,894.5
February-2016,769.8
March-2016,901.6
April-2016,978.8
May-2016,981.35
June-2016,1069.9
July-2016,592.55
August-2016,602.35
September-2016,612.7
October-2016,670.45
November-2016,644.05
December-2016,634.55
January-2017,681.2
February-2017,669.6
March-2017,648.95
April-2017,719.25
May-2017,742.1
June-2017,638.95
July-2017,470.7
August-2017,528.55
September-2017,472.1
October-2017,541.6
November-2017,502.75
December-2017,518.7
January-2018,491.9
February-2018,429.35
March-2018,427.95
April-2018,388.15
May-2018,403.95
June-2018,371.55
July-2018,389.3
August-2018,362.2
September-2018,373.7
October-2018,274.7
November-2018,323.0
December-2018,362.75
January-2019,346.35
February-2019,337.6
March-2019,367.8
