Month,Close Price
March-2017,637.95
April-2017,736.5
May-2017,743.0
June-2017,814.6
July-2017,917.9
August-2017,1039.6
September-2017,1077.6
October-2017,1138.2
November-2017,1116.7
December-2017,1180.0
January-2018,1179.65
February-2018,1347.45
March-2018,1327.0
April-2018,1493.15
May-2018,1565.5
June-2018,1482.1
July-2018,1652.75
August-2018,1605.65
September-2018,1394.9
October-2018,1338.65
November-2018,1488.3
December-2018,1607.7
January-2019,1372.45
February-2019,1455.7
March-2019,1448.95
