Month,Close Price
January-2014,588.15
February-2014,642.7
March-2014,573.35
April-2014,631.55
May-2014,607.4
June-2014,686.25
July-2014,790.7
August-2014,854.55
September-2014,857.3
October-2014,845.55
November-2014,839.55
December-2014,826.15
January-2015,915.95
February-2015,911.0
March-2015,1022.25
April-2015,939.4
May-2015,965.75
June-2015,874.2
July-2015,822.75
August-2015,897.7
September-2015,868.45
October-2015,889.0
November-2015,730.65
December-2015,819.95
January-2016,873.0
February-2016,855.05
March-2016,819.45
April-2016,811.3
May-2016,762.7
June-2016,763.6
July-2016,829.75
August-2016,774.85
September-2016,742.7
October-2016,748.25
November-2016,710.3
December-2016,629.75
January-2017,631.55
February-2017,678.95
March-2017,687.7
April-2017,642.55
May-2017,501.4
June-2017,554.5
July-2017,531.7
August-2017,480.35
September-2017,503.2
October-2017,553.4
November-2017,539.95
December-2017,570.8
January-2018,579.35
February-2018,535.35
March-2018,495.4
April-2018,528.15
May-2018,480.15
June-2018,560.55
July-2018,566.65
August-2018,652.2
September-2018,623.35
October-2018,579.15
November-2018,492.3
December-2018,430.65
January-2019,425.6
February-2019,445.4
March-2019,455.05
