Month,Close Price
January-2014,1119.55
February-2014,1265.9
March-2014,1460.45
April-2014,1519.2
May-2014,1836.15
June-2014,1921.4
July-2014,391.85
August-2014,397.3
September-2014,377.8
October-2014,438.75
November-2014,481.05
December-2014,502.05
January-2015,588.7
February-2015,613.4
March-2015,560.4
April-2015,567.85
May-2015,585.25
June-2015,558.65
July-2015,573.75
August-2015,506.7
September-2015,495.55
October-2015,474.95
November-2015,468.85
December-2015,449.5
January-2016,408.15
February-2016,375.25
March-2016,444.55
April-2016,472.25
May-2016,515.6
June-2016,533.45
July-2016,546.05
August-2016,595.65
September-2016,541.85
October-2016,487.8
November-2016,469.75
December-2016,450.0
January-2017,465.9
February-2017,506.15
March-2017,490.8
April-2017,509.6
May-2017,514.2
June-2017,516.1
July-2017,518.85
August-2017,500.65
September-2017,508.8
October-2017,523.05
November-2017,536.0
December-2017,562.4
January-2018,593.4
February-2018,529.6
March-2018,509.4
April-2018,518.05
May-2018,543.3
June-2018,510.4
July-2018,550.1
August-2018,649.2
September-2018,612.35
October-2018,581.9
November-2018,625.75
December-2018,619.8
January-2019,722.95
February-2019,709.35
March-2019,732.35
