Month,Close Price
January-2014,1635.35
February-2014,1586.3
March-2014,1971.4
April-2014,1918.0
May-2014,2269.5
June-2014,2438.35
July-2014,2524.5
August-2014,2784.35
September-2014,3064.35
October-2014,3338.35
November-2014,3336.1
December-2014,3328.3
January-2015,3645.25
February-2015,3618.25
March-2015,3699.25
April-2015,3732.05
May-2015,3785.45
June-2015,4022.7
July-2015,4330.4
August-2015,4167.5
September-2015,4689.3
October-2015,4448.65
November-2015,4576.7
December-2015,4615.35
January-2016,4097.45
February-2016,3242.6
March-2016,3719.1
April-2016,3794.95
May-2016,4167.9
June-2016,4185.15
July-2016,4755.2
August-2016,5052.65
September-2016,5479.2
October-2016,5898.9
November-2016,5263.45
December-2016,5323.0
January-2017,5896.5
February-2017,5922.85
March-2017,6024.3
April-2017,6525.5
May-2017,7214.9
June-2017,7217.9
July-2017,7707.95
August-2017,7702.5
September-2017,7973.15
October-2017,8217.1
November-2017,8602.3
December-2017,9731.35
January-2018,9514.15
February-2018,8873.15
March-2018,8863.15
April-2018,8822.8
May-2018,8534.95
June-2018,8821.2
July-2018,9506.4
August-2018,9097.25
September-2018,7350.55
October-2018,6608.95
November-2018,7664.6
December-2018,7462.3
January-2019,6628.05
February-2019,6832.25
March-2019,6972.85
