Month,Close Price
January-2014,126.4
February-2014,112.6
March-2014,119.95
April-2014,116.25
May-2014,159.85
June-2014,155.9
July-2014,145.0
August-2014,137.7
September-2014,138.65
October-2014,149.95
November-2014,142.6
December-2014,144.1
January-2015,143.8
February-2015,155.75
March-2015,147.35
April-2015,150.3
May-2015,136.7
June-2015,137.8
July-2015,134.9
August-2015,121.35
September-2015,123.75
October-2015,132.7
November-2015,131.0
December-2015,145.9
January-2016,142.2
February-2016,119.7
March-2016,128.8
April-2016,138.8
May-2016,143.25
June-2016,156.4
July-2016,158.45
August-2016,159.25
September-2016,148.5
October-2016,151.25
November-2016,163.15
December-2016,164.7
January-2017,172.75
February-2017,163.1
March-2017,165.95
April-2017,164.4
May-2017,160.05
June-2017,158.45
July-2017,164.1
August-2017,168.7
September-2017,167.25
October-2017,180.5
November-2017,180.9
December-2017,177.2
January-2018,170.25
February-2018,163.25
March-2018,169.7
April-2018,172.05
May-2018,166.95
June-2018,159.45
July-2018,155.15
August-2018,170.85
September-2018,166.6
October-2018,159.8
November-2018,139.95
December-2018,148.65
January-2019,139.9
February-2019,141.55
March-2019,152.35
