Month,Close Price
January-2014,129.45
February-2014,116.7
March-2014,128.35
April-2014,128.65
May-2014,157.15
June-2014,166.75
July-2014,161.55
August-2014,165.4
September-2014,160.85
October-2014,171.8
November-2014,163.4
December-2014,170.35
January-2015,174.8
February-2015,176.15
March-2015,161.85
April-2015,169.3
May-2015,169.1
June-2015,167.0
July-2015,157.0
August-2015,126.95
September-2015,139.65
October-2015,156.95
November-2015,143.7
December-2015,146.6
January-2016,160.65
February-2016,160.2
March-2016,183.5
April-2016,171.85
May-2016,170.85
June-2016,179.8
July-2016,203.8
August-2016,226.75
September-2016,233.25
October-2016,252.55
November-2016,282.25
December-2016,255.45
January-2017,298.45
February-2017,308.05
March-2017,288.85
April-2017,268.85
May-2017,240.1
June-2017,262.85
July-2017,281.9
August-2017,295.1
September-2017,295.8
October-2017,315.45
November-2017,299.65
December-2017,309.0
January-2018,310.05
February-2018,325.95
March-2018,300.95
April-2018,327.1
May-2018,296.15
June-2018,275.75
July-2018,280.2
August-2018,299.15
September-2018,290.4
October-2018,264.2
November-2018,266.3
December-2018,277.8
January-2019,260.55
February-2019,269.1
March-2019,267.0
