Month,Close Price
January-2014,1525.6
February-2014,1531.7
March-2014,1918.3
April-2014,2078.95
May-2014,2541.9
June-2014,2685.9
July-2014,2439.75
August-2014,2460.45
September-2014,2442.35
October-2014,2701.65
November-2014,321.45
December-2014,311.85
January-2015,310.0
February-2015,301.6
March-2015,267.0
April-2015,270.05
May-2015,278.15
June-2015,262.8
July-2015,270.4
August-2015,247.1
September-2015,237.25
October-2015,237.2
November-2015,250.45
December-2015,224.4
January-2016,179.95
February-2016,158.4
March-2016,194.3
April-2016,188.95
May-2016,204.85
June-2016,218.65
July-2016,229.05
August-2016,252.55
September-2016,250.7
October-2016,257.85
November-2016,258.4
December-2016,249.75
January-2017,260.0
February-2017,269.2
March-2017,292.6
April-2017,289.45
May-2017,288.55
June-2017,273.6
July-2017,312.55
August-2017,277.35
September-2017,253.75
October-2017,305.8
November-2017,320.45
December-2017,309.5
January-2018,312.75
February-2018,268.75
March-2018,250.1
April-2018,246.3
May-2018,269.2
June-2018,259.3
July-2018,293.4
August-2018,308.85
September-2018,265.0
October-2018,280.5
November-2018,284.35
December-2018,295.65
January-2019,293.35
February-2019,269.75
March-2019,281.25
