Month,Close Price
January-2014,247.5
February-2014,244.0
March-2014,287.9
April-2014,291.7
May-2014,371.15
June-2014,385.3
July-2014,368.95
August-2014,356.4
September-2014,341.35
October-2014,369.35
November-2014,354.75
December-2014,383.75
January-2015,360.85
February-2015,393.85
March-2015,362.4
April-2015,363.0
May-2015,391.3
June-2015,421.05
July-2015,439.3
August-2015,366.35
September-2015,326.5
October-2015,319.9
November-2015,330.7
December-2015,328.7
January-2016,320.05
February-2016,311.2
March-2016,292.0
April-2016,287.1
May-2016,291.65
June-2016,313.15
July-2016,328.0
August-2016,333.65
September-2016,322.55
October-2016,326.0
November-2016,308.2
December-2016,300.0
January-2017,309.9
February-2017,321.8
March-2017,292.8
April-2017,276.85
May-2017,263.3
June-2017,244.2
July-2017,249.15
August-2017,238.0
September-2017,270.6
October-2017,286.35
November-2017,276.2
December-2017,263.0
January-2018,298.6
February-2018,309.55
March-2018,283.5
April-2018,283.85
May-2018,294.5
June-2018,264.4
July-2018,261.7
August-2018,286.1
September-2018,266.85
October-2018,266.15
November-2018,244.3
December-2018,240.75
January-2019,225.15
February-2019,228.35
March-2019,234.5
