Month,Close Price
January-2014,356.15
February-2014,344.05
March-2014,393.85
April-2014,400.6
May-2014,475.0
June-2014,528.3
July-2014,553.4
August-2014,513.55
September-2014,459.3
October-2014,489.35
November-2014,473.3
December-2014,399.35
January-2015,390.45
February-2015,355.65
March-2015,316.85
April-2015,360.5
May-2015,328.5
June-2015,304.7
July-2015,247.3
August-2015,225.05
September-2015,211.9
October-2015,246.75
November-2015,230.05
December-2015,259.55
January-2016,250.05
February-2016,249.1
March-2016,319.5
April-2016,350.55
May-2016,334.45
June-2016,321.9
July-2016,354.75
August-2016,370.45
September-2016,374.4
October-2016,404.65
November-2016,414.95
December-2016,391.1
January-2017,462.4
February-2017,482.65
March-2017,482.65
April-2017,448.85
May-2017,504.9
June-2017,544.35
July-2017,567.55
August-2017,638.0
September-2017,651.05
October-2017,703.65
November-2017,695.15
December-2017,732.45
January-2018,705.05
February-2018,671.7
March-2018,570.9
April-2018,594.7
May-2018,575.45
June-2018,567.85
July-2018,562.85
August-2018,601.65
September-2018,580.35
October-2018,552.4
November-2018,530.25
December-2018,521.85
January-2019,475.95
February-2019,501.3
March-2019,520.7
