Month,Close Price
January-2014,656.95
February-2014,683.2
March-2014,778.0
April-2014,803.25
May-2014,867.55
June-2014,885.15
July-2014,953.65
August-2014,1036.0
September-2014,1013.45
October-2014,1119.1
November-2014,1202.25
December-2014,1263.15
January-2015,1320.85
February-2015,1397.4
March-2015,1313.15
April-2015,1333.9
May-2015,1400.25
June-2015,1387.75
July-2015,695.7
August-2015,650.95
September-2015,648.85
October-2015,688.6
November-2015,692.2
December-2015,718.55
January-2016,682.4
February-2016,630.25
March-2016,681.0
April-2016,715.6
May-2016,746.7
June-2016,763.1
July-2016,761.85
August-2016,806.7
September-2016,778.75
October-2016,820.45
November-2016,756.2
December-2016,719.05
January-2017,772.55
February-2017,801.0
March-2017,872.1
April-2017,901.6
May-2017,964.5
June-2017,955.45
July-2017,1019.75
August-2017,975.95
September-2017,1001.9
October-2017,1024.55
November-2017,1000.2
December-2017,1009.1
January-2018,1109.75
February-2018,1088.75
March-2018,1048.6
April-2018,1210.35
May-2018,1337.0
June-2018,1341.8
July-2018,1309.35
August-2018,1285.35
September-2018,1143.5
October-2018,1118.0
November-2018,1232.35
December-2018,1254.75
January-2019,1253.25
February-2019,1212.45
March-2019,1237.9
