Month,Close Price
January-2014,883.05
February-2014,887.2
March-2014,843.35
April-2014,862.9
May-2014,879.75
June-2014,1006.85
July-2014,1144.05
August-2014,1246.15
September-2014,1396.85
October-2014,1531.05
November-2014,1649.4
December-2014,1840.2
January-2015,1888.6
February-2015,2093.8
March-2015,2158.5
April-2015,2193.2
May-2015,2548.9
June-2015,2763.35
July-2015,3156.35
August-2015,2928.95
September-2015,3082.9
October-2015,3227.05
November-2015,2923.95
December-2015,2963.7
January-2016,2682.85
February-2016,2758.5
March-2016,2675.55
April-2016,2857.2
May-2016,2706.0
June-2016,2756.8
July-2016,2929.85
August-2016,3453.8
September-2016,3366.8
October-2016,3312.55
November-2016,3037.6
December-2016,2882.2
January-2017,3127.15
February-2017,3229.2
March-2017,3382.9
April-2017,3627.4
May-2017,3533.05
June-2017,3694.65
July-2017,3921.85
August-2017,4212.55
September-2017,4344.05
October-2017,4649.35
November-2017,4782.75
December-2017,4715.75
January-2018,4672.5
February-2018,4984.85
March-2018,4971.45
April-2018,5506.75
May-2018,5930.55
June-2018,6196.4
July-2018,6530.05
August-2018,6733.4
September-2018,5800.9
October-2018,5634.55
November-2018,3159.25
December-2018,3118.4
January-2019,3195.95
February-2019,3059.95
March-2019,3063.9
